card_date,red_name,blue_name,method,division,sig_str_total_red,sig_str_landed_red,sig_str_total_blue,sig_str_landed_blue,total_str_total_red,total_str_landed_red,total_str_total_blue,total_str_landed_blue,td_total_red,td_landed_red,td_total_blue,td_landed_blue,sub_att_red,sub_att_blue,rev_red,rev_blue,ctrl_red,ctrl_blue,head_str_total_red,head_str_landed_red,head_str_total_blue,head_str_landed_blue,body_str_total_red,body_str_landed_red,body_str_total_blue,body_str_landed_blue,leg_str_total_red,leg_str_landed_red,leg_str_total_blue,leg_str_landed_blue,distance_str_total_red,distance_str_landed_red,distance_str_total_blue,distance_str_landed_blue,clinch_str_total_red,clinch_str_landed_red,clinch_str_total_blue,clinch_str_landed_blue,ground_str_total_red,ground_str_landed_red,ground_str_total_blue,ground_str_landed_blue,max_bout_duration,actual_bout_duration,red_win,blue_win
2020-03-07,Sean O'Malley,Jose Quinonez,KO/TKO,Bantamweight,22,18,11,0,22,18,11,0,0,0,0,0,0,0,0,0,2,0,11,9,7,0,7,6,1,0,4,3,3,0,17,13,11,0,0,0,0,0,5,5,0,0,900,122,Yes,No
2020-03-07,Mark Madsen,Austin Hubbard,Decision - Unanimous,Lightweight,58,15,75,41,65,20,79,45,12,8,0,0,0,0,0,0,481,0,57,14,48,25,0,0,14,8,1,1,13,8,42,5,67,37,5,3,8,4,11,7,0,0,900,900,Yes,No
2020-03-07,Rodolfo Vieira,Saparbeg Safarov,Submission,Middleweight,10,5,10,5,15,10,12,7,2,2,0,0,1,0,0,0,114,0,10,5,7,2,0,0,1,1,0,0,2,2,3,0,10,5,0,0,0,0,7,5,0,0,900,178,Yes,No
2020-03-07,Gerald Meerschaert,Deron Winn,Submission,Middleweight,187,86,111,53,188,86,111,53,1,1,2,1,1,0,0,0,21,11,166,66,93,37,21,20,13,11,0,0,5,5,177,81,103,47,10,5,8,6,0,0,0,0,900,733,Yes,No
2020-03-07,Giga Chikadze,Jamall Emmers,Decision - Split,Featherweight,122,38,127,54,125,40,130,57,0,0,6,2,0,0,1,0,20,123,88,19,94,32,23,10,23,15,11,9,10,7,120,37,118,48,1,0,5,3,1,1,4,3,900,900,Yes,No
2020-03-07,Batgerel Danaa,Guido Cannetti,KO/TKO,Bantamweight,33,17,23,11,33,17,23,11,0,0,0,0,0,0,0,0,3,0,29,16,7,0,2,0,6,3,2,1,10,8,27,12,21,9,1,0,2,2,5,5,0,0,900,181,Yes,No
2020-02-29,Joseph Benavidez,Deiveson Figueiredo,KO/TKO,Flyweight,94,46,49,25,94,46,49,25,2,0,1,1,0,1,0,0,10,27,63,28,39,18,13,8,10,7,18,10,0,0,78,36,44,20,16,10,2,2,0,0,3,3,1500,414,No,Yes
2020-02-29,Felicia Spencer,Zarah Fairn,KO/TKO,Women's Featherweight,64,40,28,13,98,68,29,14,2,1,0,0,0,0,0,0,141,0,61,38,27,12,1,1,1,1,2,1,0,0,24,9,26,12,1,1,2,1,39,30,0,0,900,217,Yes,No
2020-02-29,Ion Cutelaba,Magomed Ankalaev,KO/TKO,Light Heavyweight,11,5,12,8,11,5,12,8,0,0,0,0,0,0,0,0,0,0,8,3,10,6,1,0,1,1,2,2,1,1,11,5,12,8,0,0,0,0,0,0,0,0,900,38,No,Yes
2020-02-29,Megan Anderson,Norma Dumont,KO/TKO,Women's Featherweight,14,7,16,5,39,32,25,14,1,0,3,1,0,0,1,0,14,139,12,6,9,1,2,1,5,4,0,0,2,0,11,5,11,1,2,2,5,4,1,0,0,0,900,211,Yes,No
2020-02-29,Grant Dawson,Darrick Minner,Submission,Featherweight,22,15,7,4,52,42,29,26,3,2,1,1,2,2,0,1,315,26,21,14,3,1,1,1,1,1,0,0,3,2,2,1,5,2,0,0,1,1,20,14,1,1,900,398,Yes,No
2020-02-29,Gabriel Silva,Kyler Phillips,Decision - Unanimous,Bantamweight,97,31,168,89,112,43,195,112,6,2,4,2,1,1,0,0,149,352,85,22,139,66,9,6,19,13,3,3,10,10,89,27,124,58,3,1,15,11,5,3,29,20,900,900,No,Yes
2020-02-29,Brendan Allen,Tom Breese,KO/TKO,Middleweight,29,20,5,4,52,38,6,5,1,0,1,0,0,0,0,0,254,12,26,17,0,0,3,3,5,4,0,0,0,0,3,2,1,0,3,2,4,4,23,16,0,0,900,287,Yes,No
2020-02-29,Marcin Tybura,Serghei Spivac,Decision - Unanimous,Heavyweight,106,43,83,26,199,116,101,40,8,2,1,0,0,0,0,0,502,0,90,36,80,23,16,7,3,3,0,0,0,0,63,15,74,20,8,5,9,6,35,23,0,0,900,900,Yes,No
2020-02-29,Luis Pena,Steve Garcia,Decision - Unanimous,Lightweight,42,27,39,21,95,58,153,98,1,0,1,1,1,1,0,0,842,14,38,24,32,15,2,1,3,2,2,2,4,4,15,6,27,14,3,2,1,1,24,19,11,6,900,900,Yes,No
2020-02-29,Jordan Griffin,TJ Brown,Submission,Featherweight,23,15,47,32,28,20,119,91,1,0,7,7,3,0,0,0,5,452,21,13,39,26,2,2,7,6,0,0,1,0,17,9,22,9,3,3,10,10,3,3,15,13,900,518,Yes,No
2020-02-29,Aalon Cruz,Spike Carlyle,KO/TKO,Featherweight,12,2,29,20,12,2,38,29,1,0,0,0,0,0,0,0,5,7,4,2,27,19,4,0,1,0,4,0,1,1,12,2,6,2,0,0,5,4,0,0,18,14,900,85,No,Yes
2020-02-29,Sean Brady,Ismail Naurdiev,Decision - Unanimous,Welterweight,91,47,87,37,191,125,88,38,9,4,1,0,1,0,0,0,478,18,71,30,64,16,3,3,10,10,17,14,13,11,73,32,79,33,1,1,8,4,17,14,0,0,900,900,Yes,No
2020-02-22,Paul Felder,Dan Hooker,Decision - Split,Lightweight,230,110,221,122,243,119,234,133,1,0,5,1,0,0,0,0,3,305,170,64,161,72,26,19,13,10,34,27,47,40,218,105,217,120,12,5,4,2,0,0,0,0,1500,1500,No,Yes
2020-02-22,Jimmy Crute,Michal Oleksiejczuk,Submission,Light Heavyweight,8,2,6,3,23,13,10,7,10,8,0,0,1,0,0,0,183,0,7,2,6,3,1,0,0,0,0,0,0,0,6,2,6,3,2,0,0,0,0,0,0,0,900,209,Yes,No
2020-02-22,Karolina Kowalkiewicz,Yan Xiaonan,Decision - Unanimous,Women's Strawweight,85,38,178,93,103,51,254,157,1,0,6,5,1,0,0,0,104,307,55,19,138,59,14,7,23,20,16,12,17,14,79,35,151,73,6,3,10,7,0,0,17,13,900,900,No,Yes
2020-02-22,Ben Sosoli,Marcos Rogerio de Lima,KO/TKO,Heavyweight,17,5,34,19,17,5,34,19,0,0,0,0,0,0,0,0,0,2,16,4,30,15,1,1,2,2,0,0,2,2,17,5,33,18,0,0,0,0,0,0,1,1,900,88,No,Yes
2020-02-22,Brad Riddell,Magomed Mustafaev,Decision - Split,Lightweight,72,38,46,28,97,60,56,36,1,1,11,8,0,0,0,0,122,423,49,21,23,10,17,12,11,7,6,5,12,11,45,20,27,12,3,3,10,8,24,15,9,8,900,900,Yes,No
2020-02-22,Kevin Aguilar,Zubaira Tukhugov,KO/TKO,Featherweight,28,9,36,28,28,9,37,28,0,0,0,0,0,0,0,0,0,9,22,4,34,26,4,3,2,2,2,2,0,0,28,9,22,15,0,0,0,0,0,0,14,13,900,201,No,Yes
2020-02-22,Jalin Turner,Josh Culibao,KO/TKO,Lightweight,91,55,28,12,129,90,30,12,1,0,3,0,3,0,0,0,261,10,65,38,21,7,25,17,6,4,1,0,1,1,37,14,23,9,15,9,5,3,39,32,0,0,900,481,Yes,No
2020-02-22,Jake Matthews,Emil Meek,Decision - Unanimous,Welterweight,73,33,118,50,112,71,162,85,7,4,1,0,0,0,0,0,507,4,70,32,95,35,3,1,12,10,0,0,11,5,62,26,78,19,5,4,29,21,6,3,11,10,900,900,Yes,No
2020-02-22,Callan Potter,Song Kenan,KO/TKO,Welterweight,15,7,35,17,17,8,40,21,1,1,0,0,0,0,0,0,3,7,14,6,29,12,1,1,6,5,0,0,0,0,12,5,29,14,3,2,5,2,0,0,1,1,900,140,No,Yes
2020-02-22,Kai Kara-France,Tyson Nam,Decision - Unanimous,Flyweight,257,78,153,50,257,78,155,52,4,0,4,0,0,0,0,0,17,53,218,51,131,34,17,9,17,11,22,18,5,5,246,72,146,48,9,5,7,2,2,1,0,0,900,900,Yes,No
2020-02-22,Loma Lookboonmee,Angela Hill,Decision - Unanimous,Women's Strawweight,130,53,126,48,156,68,163,70,1,1,4,1,0,1,0,0,95,192,83,24,101,38,29,15,22,8,18,14,3,2,115,43,90,31,14,10,31,14,1,0,5,3,900,900,No,Yes
2020-02-22,Priscila Cachoeira,Shana Dobson,KO/TKO,Women's Flyweight,18,8,11,5,18,8,11,5,0,0,0,0,0,0,0,0,2,0,18,8,9,4,0,0,2,1,0,0,0,0,17,8,11,5,0,0,0,0,1,0,0,0,900,40,Yes,No
2020-02-15,Corey Anderson,Jan Blachowicz,KO/TKO,Light Heavyweight,27,11,31,13,27,11,31,13,0,0,0,0,0,0,0,0,3,2,19,4,27,11,4,3,3,1,4,4,1,1,27,11,29,12,0,0,1,0,0,0,1,1,1500,188,No,Yes
2020-02-15,Montana De La Rosa,Mara Romero Borella,Decision - Unanimous,Women's Flyweight,67,27,53,23,128,74,99,64,3,1,2,1,1,0,0,0,510,108,51,15,44,15,10,8,4,3,6,4,5,5,51,14,44,15,6,4,6,5,10,9,3,3,900,900,Yes,No
2020-02-15,Rogerio Bontorin,Ray Borg,Decision - Unanimous,Flyweight,20,9,45,35,35,24,74,60,2,0,19,10,0,0,0,0,103,683,14,3,44,35,5,5,1,0,1,1,0,0,13,3,7,2,6,5,16,12,1,1,22,21,900,900,No,Yes
2020-02-15,Lando Vannata,Yancy Medeiros,Decision - Unanimous,Lightweight,188,99,193,68,189,100,193,68,3,0,1,0,0,0,0,0,4,0,107,36,163,42,38,29,17,14,43,34,13,12,185,98,191,66,3,1,2,2,0,0,0,0,900,900,Yes,No
2020-02-15,Tim Means,Daniel Rodriguez,Submission,Welterweight,95,41,121,49,95,41,121,49,3,1,0,0,0,1,0,0,11,4,61,19,107,37,24,12,7,5,10,10,7,7,92,41,119,49,3,0,2,0,0,0,0,0,900,517,No,Yes
2020-02-15,John Dodson,Nathaniel Wood,KO/TKO,Bantamweight,72,39,99,46,91,57,124,68,0,0,1,1,0,0,0,0,119,48,64,31,63,24,5,5,15,6,3,3,21,16,62,31,92,40,5,4,6,5,5,4,1,1,900,616,Yes,No
2020-02-15,Jim Miller,Scott Holtzman,Decision - Unanimous,Lightweight,121,58,197,88,131,66,231,120,2,0,1,1,0,0,0,0,27,297,93,33,180,77,15,13,8,5,13,12,9,6,104,44,169,70,14,11,16,10,3,3,12,8,900,900,No,Yes
2020-02-15,Devin Clark,Dequan Townsend,Decision - Unanimous,Light Heavyweight,54,39,36,6,150,122,69,37,4,3,0,0,0,0,0,0,606,0,32,19,33,4,14,13,3,2,8,7,0,0,20,9,32,2,4,3,4,4,30,27,0,0,900,900,Yes,No
2020-02-15,Casey Kenney,Merab Dvalishvili,Decision - Unanimous,Bantamweight,118,45,181,63,120,47,241,114,0,0,24,12,0,0,0,0,5,340,87,22,137,30,17,10,23,14,14,13,21,19,112,42,156,43,6,3,8,7,0,0,17,13,900,900,No,Yes
2020-02-15,Macy Chiasson,Shanna Young,Decision - Unanimous,Women's Bantamweight,166,86,71,40,253,154,83,50,8,3,1,0,0,0,0,0,513,22,120,48,57,32,46,38,12,7,0,0,2,1,49,16,54,24,61,45,17,16,56,25,0,0,900,900,Yes,No
2020-02-15,Mark De La Rosa,Raulian Paiva,KO/TKO,Flyweight,124,45,126,54,124,45,139,67,2,0,0,0,0,0,0,0,0,108,91,21,98,33,24,15,13,10,9,9,15,11,122,44,116,45,2,1,9,8,0,0,1,1,900,582,No,Yes
2020-02-08,Jon Jones,Dominick Reyes,Decision - Unanimous,UFC Light Heavyweight Title,166,104,259,116,170,107,263,119,9,2,0,0,0,0,0,0,101,0,74,31,169,41,39,30,55,48,53,43,35,27,161,101,252,109,5,3,7,7,0,0,0,0,1500,1500,Yes,No
2020-02-08,Valentina Shevchenko,Katlyn Chookagian,KO/TKO,UFC Women's Flyweight Title,65,40,56,17,82,57,68,27,3,3,0,0,0,0,0,0,212,0,48,26,28,0,4,3,9,5,13,11,19,12,48,23,56,17,0,0,0,0,17,17,0,0,1500,663,Yes,No
2020-02-08,Juan Adams,Justin Tafa,KO/TKO,Heavyweight,11,7,15,10,11,7,15,10,0,0,0,0,0,0,0,0,0,2,4,3,9,5,4,2,1,0,3,2,5,5,11,7,11,8,0,0,1,1,0,0,3,1,900,119,No,Yes
2020-02-08,Mirsad Bektic,Dan Ige,Decision - Split,Featherweight,60,17,88,43,74,29,117,64,10,3,2,1,1,0,0,0,393,54,56,14,70,27,4,3,17,15,0,0,1,1,54,14,68,28,6,3,16,12,0,0,4,3,900,900,No,Yes
2020-02-08,Derrick Lewis,Ilir Latifi,Decision - Unanimous,Heavyweight,50,20,12,5,58,27,77,62,1,0,7,3,0,0,0,0,41,528,39,12,8,2,10,8,1,1,1,0,3,2,38,12,8,3,12,8,4,2,0,0,0,0,900,900,Yes,No
2020-02-08,Trevin Giles,James Krause,Decision - Split,Middleweight,148,71,80,44,167,88,98,59,0,0,4,1,1,4,1,0,219,232,139,63,49,18,7,6,12,8,2,2,19,18,92,36,74,39,16,7,6,5,40,28,0,0,900,900,Yes,No
2020-02-08,Lauren Murphy,Andrea Lee,Decision - Split,Women's Flyweight,197,80,267,104,228,107,271,107,4,2,3,0,0,1,1,0,151,37,181,70,194,51,15,9,51,34,1,1,22,19,190,75,261,99,7,5,5,4,0,0,1,1,900,900,Yes,No
2020-02-08,Alex Morono,Khaos Williams,KO/TKO,Welterweight,4,1,17,10,4,1,17,10,0,0,1,0,0,0,0,0,0,5,3,1,12,6,1,0,4,4,0,0,1,0,4,1,10,4,0,0,4,4,0,0,3,2,900,27,No,Yes
2020-02-08,Miles Johns,Mario Bautista,KO/TKO,Bantamweight,44,13,67,18,44,13,67,18,0,0,0,0,0,0,0,0,0,4,42,11,64,18,0,0,0,0,2,2,3,0,44,13,57,9,0,0,0,0,0,0,10,9,900,401,No,Yes
2020-02-08,Andre Ewell,Jonathan Martinez,Decision - Split,Bantamweight,177,80,142,66,184,85,151,74,0,0,3,0,0,0,0,0,2,90,123,32,88,30,49,43,27,15,5,5,27,21,172,78,141,65,5,2,1,1,0,0,0,0,900,900,Yes,No
2020-02-08,Austin Lingo,Youssef Zalal,Decision - Unanimous,Featherweight,61,12,55,31,68,16,80,49,1,1,12,6,0,2,0,0,85,398,47,5,37,16,10,5,9,6,4,2,9,9,56,11,51,28,5,1,2,2,0,0,2,1,900,900,No,Yes
2020-01-25,Curtis Blaydes,Junior Dos Santos,KO/TKO,Heavyweight,60,28,30,7,62,29,30,7,6,0,0,0,0,0,0,0,19,0,51,20,23,3,3,3,4,2,6,5,3,2,51,19,30,7,9,9,0,0,0,0,0,0,1500,366,Yes,No
2020-01-25,Rafael Dos Anjos,Michael Chiesa,Decision - Unanimous,Welterweight,36,14,51,9,52,23,107,54,1,0,8,6,0,0,0,0,41,613,23,2,45,6,4,4,5,2,9,8,1,1,36,14,49,9,0,0,1,0,0,0,1,0,900,900,No,Yes
2020-01-25,Jordan Espinosa,Alex Perez,Submission,Flyweight,13,2,9,2,13,2,23,16,0,0,1,1,0,1,0,0,0,93,9,1,6,0,0,0,1,0,4,1,2,2,13,2,9,2,0,0,0,0,0,0,0,0,900,153,No,Yes
2020-01-25,Hannah Cifers,Angela Hill,KO/TKO,Women's Strawweight,108,46,155,70,114,50,170,80,0,0,1,1,0,0,0,0,0,186,67,16,136,57,19,12,18,12,22,18,1,1,100,43,106,38,8,3,6,3,0,0,43,29,900,566,No,Yes
2020-01-25,Jamahal Hill,Darko Stosic,Decision - Unanimous,Light Heavyweight,233,101,72,31,236,102,81,32,0,0,9,6,0,0,0,0,2,139,167,49,56,20,53,40,7,3,13,12,9,8,232,101,59,25,1,0,1,0,0,0,12,6,900,900,Yes,No
2020-01-25,Bevon Lewis,Dequan Townsend,Decision - Unanimous,Middleweight,82,36,65,28,146,94,99,55,3,0,0,0,0,0,0,0,502,4,56,16,42,7,20,14,19,18,6,6,4,3,58,22,50,16,24,14,15,12,0,0,0,0,900,900,Yes,No
2020-01-25,Arnold Allen,Nik Lentz,Decision - Unanimous,Featherweight,131,63,172,49,137,68,190,63,1,0,9,0,0,0,0,0,81,77,124,58,140,25,7,5,23,16,0,0,9,8,128,61,162,42,3,2,10,7,0,0,0,0,900,900,Yes,No
2020-01-25,Justine Kish,Lucie Pudilova,Decision - Unanimous,Women's Flyweight,129,62,143,29,135,66,165,47,1,1,0,0,0,0,0,0,35,9,70,17,131,22,23,16,11,6,36,29,1,1,108,50,137,25,14,10,6,4,7,2,0,0,900,900,Yes,No
2020-01-25,Montel Jackson,Felipe Colares,Decision - Unanimous,Bantamweight,103,75,28,7,130,96,31,8,15,11,8,1,0,3,0,0,637,82,91,64,17,2,10,9,8,4,2,2,3,1,47,32,23,6,55,43,5,1,1,0,0,0,900,900,Yes,No
2020-01-25,Sara McMann,Lina Lansberg,Decision - Unanimous,Women's Bantamweight,50,38,5,1,84,62,51,36,5,3,0,0,1,0,0,0,804,0,32,22,4,0,17,15,1,1,1,1,0,0,8,1,5,1,1,1,0,0,41,36,0,0,900,900,Yes,No
2020-01-25,Brett Johns,Tony Gravely,Submission,Bantamweight,47,36,44,26,80,65,66,43,9,6,7,5,3,0,1,0,441,249,43,33,25,9,3,2,7,6,1,1,12,11,11,3,18,5,8,8,26,21,28,25,0,0,900,773,Yes,No
2020-01-25,Herbert Burns,Nate Landwehr,KO/TKO,Featherweight,17,7,9,4,17,7,11,6,1,1,0,0,1,0,0,0,95,33,10,2,8,3,7,5,1,1,0,0,0,0,12,4,8,3,3,3,1,1,2,0,0,0,900,163,Yes,No
2020-01-18,Conor McGregor,Donald Cerrone,KO/TKO,Welterweight,26,19,1,0,27,20,1,0,0,0,0,0,0,0,0,0,13,0,25,19,0,0,1,0,1,0,0,0,0,0,7,3,1,0,3,3,0,0,16,13,0,0,1500,40,Yes,No
2020-01-18,Holly Holm,Raquel Pennington,Decision - Unanimous,Women's Bantamweight,62,30,78,38,129,81,95,55,3,0,2,1,0,0,0,0,435,61,33,12,43,9,18,9,30,27,11,9,5,2,50,20,46,10,12,10,32,28,0,0,0,0,900,900,Yes,No
2020-01-18,Aleksei Oleinik,Maurice Greene,Submission,Heavyweight,22,7,29,13,46,25,54,38,3,3,0,0,3,0,0,0,444,54,19,4,25,10,2,2,2,1,1,1,2,2,16,4,26,10,0,0,3,3,6,3,0,0,900,578,Yes,No
2020-01-18,Brian Kelleher,Ode Osbourne,Submission,Bantamweight,12,7,14,9,34,28,25,19,2,1,0,0,1,0,0,0,118,4,9,5,14,9,1,0,0,0,2,2,0,0,5,3,8,3,0,0,1,1,7,4,5,5,900,169,Yes,No
2020-01-18,Anthony Pettis,Diego Ferreira,Submission,Lightweight,45,22,53,25,51,28,74,43,0,0,7,3,0,1,0,0,0,234,33,12,43,18,11,9,6,4,1,1,4,3,41,18,39,16,3,3,4,3,1,1,10,6,900,406,No,Yes
2020-01-18,Roxanne Modafferi,Maycee Barber,Decision - Unanimous,Women's Flyweight,43,19,31,16,155,112,45,25,1,1,0,0,0,1,1,3,630,136,41,17,29,15,2,2,2,1,0,0,0,0,31,11,19,9,1,1,0,0,11,7,12,7,900,900,Yes,No
2020-01-18,Andre Fili,Sodiq Yusuff,Decision - Unanimous,Featherweight,145,49,155,73,152,56,177,90,7,3,0,0,0,1,0,1,123,255,129,36,131,54,12,10,15,10,4,3,9,9,140,46,120,50,4,3,5,3,1,0,30,20,900,900,No,Yes
2020-01-18,Tim Elliott,Askar Askarov,Decision - Unanimous,Flyweight,111,47,150,73,157,86,173,96,11,3,7,0,0,0,0,0,122,245,67,15,131,57,24,18,5,4,20,14,14,12,90,35,127,57,21,12,9,8,0,0,14,8,900,900,No,Yes
2020-01-18,Drew Dober,Nasrat Haqparast,KO/TKO,Lightweight,26,13,11,7,26,13,11,7,0,0,0,0,0,0,0,0,6,0,24,12,7,3,2,1,2,2,0,0,2,2,15,2,11,7,0,0,0,0,11,11,0,0,900,70,Yes,No
2020-01-18,Aleksa Camur,Justin Ledet,Decision - Unanimous,Light Heavyweight,165,80,131,44,174,88,148,60,2,1,0,0,0,0,0,0,0,74,104,40,117,34,34,24,14,10,27,16,0,0,141,62,123,38,23,17,8,6,1,1,0,0,900,900,Yes,No
2020-01-18,Sabina Mazo,JJ Aldrich,Decision - Split,Women's Flyweight,323,118,144,58,327,121,156,69,0,0,0,0,0,0,0,0,121,3,258,66,125,45,34,29,13,10,31,23,6,3,292,92,132,49,31,26,12,9,0,0,0,0,900,900,Yes,No
2019-12-21,Frankie Edgar,Chan Sung Jung,KO/TKO,Featherweight,14,9,60,46,14,9,97,79,2,0,0,0,0,0,0,0,132,0,11,6,60,46,1,1,0,0,2,2,0,0,14,9,18,8,0,0,0,0,0,0,42,38,1500,198,No,Yes
2019-12-21,Volkan Oezdemir,Aleksandar Rakic,Decision - Split,Light Heavyweight,144,63,147,75,199,118,162,87,0,0,9,1,0,1,0,0,32,158,105,28,116,49,18,14,18,16,21,21,13,10,122,47,126,57,22,16,21,18,0,0,0,0,900,900,Yes,No
2019-12-21,Dooho Choi,Charles Jourdain,KO/TKO,Featherweight,94,42,129,64,96,44,140,75,0,0,0,0,0,0,0,0,68,21,80,30,84,38,11,9,37,23,3,3,8,3,80,36,115,52,8,3,4,4,6,3,10,8,900,572,No,Yes
2019-12-21,Da Woon Jung,Mike Rodriguez,KO/TKO,Light Heavyweight,10,5,8,4,10,5,8,4,0,0,0,0,0,0,0,0,2,0,10,5,1,0,0,0,2,2,0,0,5,2,6,1,8,4,0,0,0,0,4,4,0,0,900,64,Yes,No
2019-12-21,JunYong Park,Marc-Andre Barriault,Decision - Unanimous,Middleweight,187,77,160,51,193,83,166,57,10,5,2,0,0,0,0,0,208,7,166,59,119,22,15,12,11,8,6,6,30,21,174,69,155,49,13,8,5,2,0,0,0,0,900,900,Yes,No
2019-12-21,Kyung Ho Kang,Pingyuan Liu,Decision - Split,Bantamweight,40,20,53,25,153,108,149,114,7,3,0,0,0,0,0,0,743,17,37,17,42,16,2,2,2,2,1,1,9,7,26,8,33,8,0,0,0,0,14,12,20,17,900,900,Yes,No
2019-12-21,Ciryl Gane,Tanner Boser,Decision - Unanimous,Heavyweight,160,65,104,32,160,65,104,32,1,0,0,0,0,0,0,0,0,0,125,36,83,13,27,22,6,5,8,7,15,14,151,57,104,32,9,8,0,0,0,0,0,0,900,900,Yes,No
2019-12-21,SeungWoo Choi,Suman Mokhtarian,Decision - Unanimous,Featherweight,187,95,79,33,254,158,115,67,0,0,1,0,0,0,0,0,409,29,151,66,47,14,33,26,19,8,3,3,13,11,112,48,74,29,39,25,3,2,36,22,2,2,900,900,Yes,No
2019-12-21,Dong Hyun Ma,Omar Morales,Decision - Unanimous,Lightweight,56,15,89,32,63,21,123,60,0,0,1,1,0,0,0,0,0,365,43,6,78,22,5,2,10,9,8,7,1,1,56,15,69,20,0,0,0,0,0,0,20,12,900,900,No,Yes
2019-12-21,Alexandre Pantoja,Matt Schnell,KO/TKO,Flyweight,62,34,52,20,64,36,68,35,1,1,1,0,0,0,0,0,74,0,60,32,43,16,0,0,6,2,2,2,3,2,54,27,50,18,0,0,0,0,8,7,2,2,900,257,Yes,No
2019-12-21,Raoni Barcelos,Said Nurmagomedov,Decision - Unanimous,Bantamweight,100,42,172,55,112,52,200,77,5,2,2,0,0,0,0,0,159,14,61,16,131,24,16,8,18,10,23,18,23,21,85,32,162,49,9,5,5,2,6,5,5,4,900,900,Yes,No
2019-12-21,Miranda Granger,Amanda Lemos,Submission,Women's Strawweight,8,4,12,8,9,5,18,14,0,0,1,1,0,1,0,0,6,140,3,1,9,6,0,0,1,0,5,3,2,2,8,4,5,3,0,0,0,0,0,0,7,5,900,223,No,Yes
2019-12-21,Alatengheili,Ryan Benoit,Decision - Split,Bantamweight,131,47,128,68,160,72,145,84,13,4,1,0,0,0,0,0,200,0,108,27,101,45,13,11,21,17,10,9,6,6,131,47,112,53,0,0,16,15,0,0,0,0,900,900,Yes,No
2019-12-14,Kamaru Usman,Colby Covington,KO/TKO,UFC Welterweight Title,360,175,395,143,360,175,395,143,0,0,0,0,0,0,0,0,11,0,279,116,341,103,74,53,39,28,7,6,15,12,340,156,395,143,5,5,0,0,15,14,0,0,1500,1450,Yes,No
2019-12-14,Max Holloway,Alexander Volkanovski,Decision - Unanimous,UFC Featherweight Title,303,134,303,157,304,135,303,157,0,0,4,0,0,0,0,0,2,45,233,85,178,67,44,32,32,15,26,17,93,75,301,132,302,156,2,2,1,1,0,0,0,0,1500,1500,No,Yes
2019-12-14,Amanda Nunes,Germaine de Randamie,Decision - Unanimous,UFC Women's Bantamweight Title,184,79,73,40,337,199,175,126,11,8,0,0,2,1,0,0,1110,99,162,63,48,19,6,4,15,11,16,12,10,10,46,15,42,19,3,2,13,12,135,62,18,9,1500,1500,Yes,No
2019-12-14,Marlon Moraes,Jose Aldo,Decision - Split,Bantamweight,137,59,147,58,137,59,152,63,2,1,0,0,0,0,0,0,21,0,124,48,109,39,9,7,34,16,4,4,4,3,136,58,146,57,1,1,1,1,0,0,0,0,900,900,Yes,No
2019-12-14,Petr Yan,Urijah Faber,KO/TKO,Bantamweight,108,54,76,18,116,62,86,28,2,2,3,0,0,0,0,0,86,16,90,40,64,14,14,11,9,2,4,3,3,2,73,26,71,15,17,14,5,3,18,14,0,0,900,643,Yes,No
2019-12-14,Geoff Neal,Mike Perry,KO/TKO,Welterweight,23,15,10,5,23,15,10,5,0,0,0,0,0,0,0,0,2,0,18,12,3,1,3,1,4,2,2,2,3,2,20,12,10,5,0,0,0,0,3,3,0,0,900,90,Yes,No
2019-12-14,Ketlen Vieira,Irene Aldana,KO/TKO,Women's Bantamweight,76,20,71,26,76,20,71,26,0,0,0,0,0,0,0,0,0,2,75,19,52,13,1,1,13,7,0,0,6,6,76,20,69,24,0,0,0,0,0,0,2,2,900,291,No,Yes
2019-12-14,Ian Heinisch,Omari Akhmedov,Decision - Unanimous,Middleweight,103,53,166,55,121,70,180,69,10,3,4,2,0,0,0,0,150,93,62,26,139,41,27,13,23,10,14,14,4,4,94,46,159,48,6,4,7,7,3,3,0,0,900,900,No,Yes
2019-12-14,Matt Brown,Ben Saunders,KO/TKO,Welterweight,47,30,23,12,59,40,49,38,3,2,0,0,0,4,0,0,453,10,43,27,17,10,3,2,6,2,1,1,0,0,20,10,15,5,2,2,0,0,25,18,8,7,900,595,Yes,No
2019-12-14,Chase Hooper,Daniel Teymur,KO/TKO,Featherweight,36,20,6,2,70,37,6,2,3,1,0,0,2,1,0,0,194,40,32,17,6,2,3,2,0,0,1,1,0,0,4,3,4,2,1,1,0,0,31,16,2,0,900,274,Yes,No
2019-12-14,Brandon Moreno,Kai Kara-France,Decision - Unanimous,Flyweight,276,91,231,82,276,91,231,82,0,0,0,0,0,0,0,0,0,0,261,78,194,57,14,12,17,10,1,1,20,15,276,91,231,82,0,0,0,0,0,0,0,0,900,900,Yes,No
2019-12-14,Jessica Eye,Viviane Araujo,Decision - Unanimous,Women's Flyweight,196,98,122,56,198,100,135,69,1,0,7,2,0,0,0,0,13,103,121,40,103,39,40,29,7,7,35,29,12,10,188,91,114,51,8,7,4,2,0,0,4,3,900,900,Yes,No
2019-12-14,Punahele Soriano,Oskar Piechota,KO/TKO,Middleweight,44,26,17,8,46,26,20,11,1,1,0,0,0,0,0,1,74,18,37,20,11,4,7,6,4,3,0,0,2,1,19,10,12,3,3,2,4,4,22,14,1,1,900,197,Yes,No
