card_date,card_name,red_name,blue_name,winner_name,loser_name,winner_color,loser_color,match_result,num_rounds,time,method,time_format,referee_name,division,sig_str_total_red,sig_str_landed_red,sig_str_total_blue,sig_str_landed_blue,total_str_total_red,total_str_landed_red,total_str_total_blue,total_str_landed_blue,td_total_red,td_landed_red,td_total_blue,td_landed_blue,sub_att_red,sub_att_blue,rev_red,rev_blue,ctrl_red,ctrl_blue,head_str_total_red,head_str_landed_red,head_str_total_blue,head_str_landed_blue,body_str_total_red,body_str_landed_red,body_str_total_blue,body_str_landed_blue,leg_str_total_red,leg_str_landed_red,leg_str_total_blue,leg_str_landed_blue,distance_str_total_red,distance_str_landed_red,distance_str_total_blue,distance_str_landed_blue,clinch_str_total_red,clinch_str_landed_red,clinch_str_total_blue,clinch_str_landed_blue,ground_str_total_red,ground_str_landed_red,ground_str_total_blue,ground_str_landed_blue
"September 19, 2009",UFC 103: Franklin vs Belfort,Efrain Escudero,Cole Miller,Efrain Escudero,Cole Miller,red,blue,W/L,1,3:36,KO/TKO,3,Yves Lavigne,Lightweight,32,10,53,6,32,10,53,6,1,1,0,0,0,0,0,0,0:05,0:00,27,8,43,3,0,0,7,2,5,2,3,1,26,8,53,6,3,0,0,0,3,2,0,0
"September 19, 2009",UFC 103: Franklin vs Belfort,Tomasz Drwal,Drew McFedries,Tomasz Drwal,Drew McFedries,red,blue,W/L,2,1:03,Submission,3,Leon Roberts,Middleweight,73,31,46,17,80,36,46,17,7,3,0,0,1,0,0,0,2:35,0:00,66,24,40,12,0,0,2,2,7,7,4,3,56,22,45,16,10,6,1,1,7,3,0,0
"September 19, 2009",UFC 103: Franklin vs Belfort,Jim Miller,Steve Lopez,Jim Miller,Steve Lopez,red,blue,W/L,2,0:48,KO/TKO,3,Don Turnage,Lightweight,87,30,49,6,97,40,59,15,1,0,0,0,1,0,0,0,2:18,0:00,76,23,42,4,4,0,7,2,7,7,0,0,64,18,47,6,1,1,2,0,22,11,0,0
"September 19, 2009",UFC 103: Franklin vs Belfort,Nik Lentz,Rafaello Oliveira,Nik Lentz,Rafaello Oliveira,red,blue,W/L,3,5:00,Decision - Unanimous,3,Kerry Hatley,Lightweight,136,67,110,29,197,124,188,91,5,4,7,4,4,0,0,1,3:18,5:39,96,35,101,24,27,24,6,3,13,8,3,2,91,36,75,18,21,13,22,7,24,18,13,4
"September 19, 2009",UFC 103: Franklin vs Belfort,Rick Story,Brian Foster,Rick Story,Brian Foster,red,blue,W/L,2,1:09,Submission,3,Dan Miragliotta,Welterweight,59,18,47,6,78,35,57,16,4,3,2,0,1,1,0,0,4:23,0:05,53,13,42,4,5,4,4,2,1,1,1,0,43,9,41,5,3,2,5,1,13,7,1,0
"September 19, 2009",UFC 103: Franklin vs Belfort,Eliot Marshall,Jason Brilz,Eliot Marshall,Jason Brilz,red,blue,W/L,3,5:00,Decision - Split,3,Don Turnage,Light Heavyweight,117,29,105,27,141,53,145,64,0,0,16,0,0,0,0,0,0:24,3:40,111,24,94,17,4,3,2,2,2,2,9,8,113,27,82,19,4,2,23,8,0,0,0,0
"September 19, 2009",UFC 103: Franklin vs Belfort,Vladimir Matyushenko,Igor Pokrajac,Vladimir Matyushenko,Igor Pokrajac,red,blue,W/L,3,5:00,Decision - Unanimous,3,Leon Roberts,Light Heavyweight,106,44,65,17,167,100,78,28,5,4,2,1,1,0,1,1,6:42,0:43,100,38,57,11,3,3,2,2,3,3,6,4,83,32,60,13,5,3,4,3,18,9,1,1
"September 19, 2009",UFC 103: Franklin vs Belfort,Rafael Dos Anjos,Rob Emerson,Rafael Dos Anjos,Rob Emerson,red,blue,W/L,3,5:00,Decision - Unanimous,3,Kerry Hatley,Lightweight,165,52,172,27,201,85,181,34,12,2,1,0,0,0,0,0,4:18,0:20,125,21,156,16,8,3,5,1,32,28,11,10,137,43,162,23,10,4,7,3,18,5,3,1
"September 16, 2009",UFC Fight Night: Diaz vs Guillard,Nate Diaz,Melvin Guillard,Nate Diaz,Melvin Guillard,red,blue,W/L,2,2:13,Submission,3,Herb Dean,Lightweight,73,21,42,11,79,27,43,12,2,2,3,3,2,0,0,0,1:23,0:43,62,13,36,5,6,4,5,5,5,4,1,1,65,15,33,8,8,6,5,3,0,0,4,0
"September 16, 2009",UFC Fight Night: Diaz vs Guillard,Gray Maynard,Roger Huerta,Gray Maynard,Roger Huerta,red,blue,W/L,3,5:00,Decision - Split,3,Dan Miragliotta,Lightweight,79,23,166,40,100,43,192,62,7,3,0,0,1,0,0,0,3:14,1:00,74,19,134,22,5,4,14,5,0,0,18,13,73,19,152,31,5,3,13,8,1,1,1,1
"September 16, 2009",UFC Fight Night: Diaz vs Guillard,Carlos Condit,Jake Ellenberger,Carlos Condit,Jake Ellenberger,red,blue,W/L,3,5:00,Decision - Split,3,Leon Roberts,Welterweight,70,27,59,28,222,168,93,55,2,1,4,3,1,3,2,3,3:58,6:46,61,21,51,23,7,5,6,3,2,1,2,2,29,4,27,11,9,4,11,5,32,19,21,12
"September 16, 2009",UFC Fight Night: Diaz vs Guillard,Nate Quarry,Tim Credeur,Nate Quarry,Tim Credeur,red,blue,W/L,3,5:00,Decision - Unanimous,3,Herb Dean,Middleweight,131,53,162,40,225,124,189,56,0,0,0,0,0,1,0,0,8:01,0:40,105,37,152,31,15,6,8,7,11,10,2,2,70,37,156,38,4,1,3,0,57,15,3,2
"September 16, 2009",UFC Fight Night: Diaz vs Guillard,Brian Stann,Steve Cantwell,Brian Stann,Steve Cantwell,red,blue,W/L,3,5:00,Decision - Unanimous,3,Kevin Nix,Light Heavyweight,178,44,154,35,184,50,155,36,5,0,1,0,0,0,0,0,0:06,0:00,142,16,126,16,18,11,21,14,18,17,7,5,166,41,152,34,12,3,2,1,0,0,0,0
"September 16, 2009",UFC Fight Night: Diaz vs Guillard,Mike Pyle,Chris Wilson,Mike Pyle,Chris Wilson,red,blue,W/L,3,2:15,Submission,3,Dan Miragliotta,Welterweight,41,12,55,19,132,94,64,27,6,2,2,1,2,1,0,0,6:16,1:20,33,8,30,9,4,1,18,7,4,3,7,3,32,5,40,11,0,0,15,8,9,7,0,0
"September 16, 2009",UFC Fight Night: Diaz vs Guillard,CB Dollaway,Jay Silva,CB Dollaway,Jay Silva,red,blue,W/L,3,5:00,Decision - Unanimous,3,Leon Roberts,Middleweight,55,32,44,19,93,67,91,61,10,6,1,0,2,2,0,1,10:19,1:19,37,20,37,14,16,12,7,5,2,0,0,0,13,6,31,13,10,7,9,3,32,19,4,3
"September 16, 2009",UFC Fight Night: Diaz vs Guillard,Jeremy Stephens,Justin Buchholz,Jeremy Stephens,Justin Buchholz,red,blue,W/L,1,3:23,TKO - Doctor's Stoppage,3,Kevin Nix,Lightweight,50,28,49,9,52,30,51,11,0,0,0,0,0,0,0,0,0:26,0:00,43,22,43,5,2,1,3,1,5,5,3,3,24,13,48,9,12,9,1,0,14,6,0,0
"September 16, 2009",UFC Fight Night: Diaz vs Guillard,Mike Pierce,Brock Larson,Mike Pierce,Brock Larson,red,blue,W/L,3,5:00,Decision - Unanimous,3,Tom Jones,Welterweight,54,27,33,11,152,122,61,37,11,6,0,0,0,1,0,0,11:47,0:49,23,1,28,7,15,10,5,4,16,16,0,0,16,1,17,6,17,9,16,5,21,17,0,0
"September 16, 2009",UFC Fight Night: Diaz vs Guillard,Ryan Jensen,Steve Steinbeiss,Ryan Jensen,Steve Steinbeiss,red,blue,W/L,1,3:56,Submission,3,Gary Ritter,Middleweight,17,9,19,7,30,22,26,14,1,1,0,0,1,0,0,0,2:10,0:19,15,7,18,6,1,1,1,1,1,1,0,0,8,4,19,7,0,0,0,0,9,5,0,0
"August 29, 2009",UFC 102: Couture vs Nogueira,Antonio Rodrigo Nogueira,Randy Couture,Antonio Rodrigo Nogueira,Randy Couture,red,blue,W/L,3,5:00,Decision - Unanimous,3,Mario Yamasaki,Heavyweight,96,27,103,42,215,133,126,65,0,0,1,0,3,0,2,1,5:35,3:27,88,21,100,40,6,4,0,0,2,2,3,2,90,25,77,25,5,1,16,10,1,1,10,7
"August 29, 2009",UFC 102: Couture vs Nogueira,Thiago Silva,Keith Jardine,Thiago Silva,Keith Jardine,red,blue,W/L,1,1:35,KO/TKO,3,Herb Dean,Light Heavyweight,8,5,17,3,9,6,18,4,0,0,0,0,0,0,0,0,0:27,0:00,7,4,15,1,0,0,1,1,1,1,1,1,5,2,17,3,0,0,0,0,3,3,0,0
"August 29, 2009",UFC 102: Couture vs Nogueira,Jake Rosholt,Chris Leben,Jake Rosholt,Chris Leben,red,blue,W/L,3,1:30,Submission,3,Yves Lavigne,Middleweight,42,21,43,14,60,38,112,77,4,3,1,1,1,0,0,0,2:24,3:29,36,16,29,6,0,0,1,0,6,5,13,8,26,11,40,12,3,1,0,0,13,9,3,2
"August 29, 2009",UFC 102: Couture vs Nogueira,Nate Marquardt,Demian Maia,Nate Marquardt,Demian Maia,red,blue,W/L,1,0:21,KO/TKO,3,Dave Hagen,Middleweight,1,1,2,0,1,1,2,0,0,0,0,0,0,0,0,0,0:01,0:00,1,1,1,0,0,0,0,0,0,0,1,0,1,1,2,0,0,0,0,0,0,0,0,0
"August 29, 2009",UFC 102: Couture vs Nogueira,Brandon Vera,Krzysztof Soszynski,Brandon Vera,Krzysztof Soszynski,red,blue,W/L,3,5:00,Decision - Unanimous,3,Herb Dean,Light Heavyweight,134,62,127,41,146,73,143,55,1,1,5,1,0,0,0,0,3:06,2:39,76,16,93,18,19,10,12,8,39,36,22,15,97,35,99,20,36,26,28,21,1,1,0,0
"August 29, 2009",UFC 102: Couture vs Nogueira,Aaron Simpson,Ed Herman,Aaron Simpson,Ed Herman,red,blue,W/L,2,0:17,KO/TKO,3,Yves Lavigne,Middleweight,50,25,32,7,66,39,39,14,3,3,0,0,0,0,0,0,3:06,0:00,45,21,29,5,3,2,3,2,2,2,0,0,20,8,23,3,3,3,8,3,27,14,1,1
"August 29, 2009",UFC 102: Couture vs Nogueira,Gabriel Gonzaga,Chris Tuchscherer,Gabriel Gonzaga,Chris Tuchscherer,red,blue,W/L,1,2:27,KO/TKO,3,Dave Hagen,Heavyweight,27,22,1,0,41,34,1,0,0,0,0,0,0,0,0,0,1:57,0:00,25,20,1,0,1,1,0,0,1,1,0,0,2,2,0,0,0,0,0,0,25,20,1,0
"August 29, 2009",UFC 102: Couture vs Nogueira,Mike Russow,Justin McCully,Mike Russow,Justin McCully,red,blue,W/L,3,5:00,Decision - Unanimous,3,Herb Dean,Heavyweight,36,21,58,11,111,87,83,35,11,8,0,0,2,0,1,1,11:24,0:31,32,17,54,9,4,4,1,0,0,0,3,2,6,2,46,5,0,0,10,6,30,19,2,0
"August 29, 2009",UFC 102: Couture vs Nogueira,Todd Duffee,Tim Hague,Todd Duffee,Tim Hague,red,blue,W/L,1,0:07,KO/TKO,3,Mario Yamasaki,Heavyweight,5,4,1,0,6,5,1,0,0,0,0,0,0,0,0,0,0:04,0:00,5,4,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,4,3,0,0
"August 29, 2009",UFC 102: Couture vs Nogueira,Mark Munoz,Nick Catone,Mark Munoz,Nick Catone,red,blue,W/L,3,5:00,Decision - Split,3,Yves Lavigne,Middleweight,102,53,82,38,127,75,99,55,12,2,6,3,2,1,1,0,4:08,3:10,81,34,63,21,12,11,16,14,9,8,3,3,56,19,51,14,26,21,17,11,20,13,14,13
"August 29, 2009",UFC 102: Couture vs Nogueira,Evan Dunham,Marcus Aurelio,Evan Dunham,Marcus Aurelio,red,blue,W/L,3,5:00,Decision - Split,3,Shawn Gregory,Lightweight,161,58,102,27,175,70,133,57,1,1,15,3,0,1,0,0,1:01,4:13,154,52,99,24,2,2,1,1,5,4,2,2,141,51,84,22,8,2,11,3,12,5,7,2
"August 08, 2009",UFC 101: Declaration,BJ Penn,Kenny Florian,BJ Penn,Kenny Florian,red,blue,W/L,4,3:54,Submission,5,Dan Miragliotta,UFC Lightweight Title,94,57,58,19,189,151,131,90,3,1,15,0,1,0,0,0,4:11,5:11,67,32,40,7,18,16,8,7,9,9,10,5,38,13,42,9,38,29,14,8,18,15,2,2
"August 08, 2009",UFC 101: Declaration,Anderson Silva,Forrest Griffin,Anderson Silva,Forrest Griffin,red,blue,W/L,1,3:23,KO/TKO,3,Kevin Mulhall,Light Heavyweight,25,13,42,3,25,13,43,4,0,0,0,0,0,0,0,0,0:19,0:00,24,12,35,1,1,1,2,0,0,0,5,2,17,7,40,3,2,1,2,0,6,5,0,0
"August 08, 2009",UFC 101: Declaration,Aaron Riley,Shane Nelson,Aaron Riley,Shane Nelson,red,blue,W/L,3,5:00,Decision - Unanimous,3,Kevin Mulhall,Lightweight,122,50,74,28,236,154,128,80,5,2,5,0,0,0,0,0,7:48,0:01,96,28,59,13,22,18,14,14,4,4,1,1,74,16,57,15,35,24,17,13,13,10,0,0
"August 08, 2009",UFC 101: Declaration,Johny Hendricks,Amir Sadollah,Johny Hendricks,Amir Sadollah,red,blue,W/L,1,0:29,KO/TKO,3,Dan Miragliotta,Welterweight,15,7,9,2,15,7,9,2,0,0,0,0,0,0,0,0,0:02,0:00,15,7,6,1,0,0,1,0,0,0,2,1,5,2,9,2,5,5,0,0,5,0,0,0
"August 08, 2009",UFC 101: Declaration,Ricardo Almeida,Kendall Grove,Ricardo Almeida,Kendall Grove,red,blue,W/L,3,5:00,Decision - Unanimous,3,Mario Yamasaki,Middleweight,62,38,62,25,102,70,127,85,14,6,0,0,0,2,0,0,11:13,0:57,45,23,50,13,11,10,8,8,6,5,4,4,19,12,32,4,4,4,20,14,39,22,10,7
"August 08, 2009",UFC 101: Declaration,Kurt Pellegrino,Josh Neer,Kurt Pellegrino,Josh Neer,red,blue,W/L,3,5:00,Decision - Unanimous,3,Dan Miragliotta,Lightweight,48,21,48,24,148,105,91,65,5,3,0,0,0,1,0,1,12:18,0:33,42,17,42,20,5,4,3,2,1,0,3,2,20,10,31,8,0,0,6,6,28,11,11,10
"August 08, 2009",UFC 101: Declaration,John Howard,Tamdan McCrory,John Howard,Tamdan McCrory,red,blue,W/L,3,5:00,Decision - Split,3,Mario Yamasaki,Welterweight,37,19,46,11,78,58,83,44,7,5,6,2,1,1,1,2,8:27,3:02,19,5,42,8,6,5,3,2,12,9,1,1,21,8,33,5,0,0,3,3,16,11,10,3
"August 08, 2009",UFC 101: Declaration,Alessio Sakara,Thales Leites,Alessio Sakara,Thales Leites,red,blue,W/L,3,5:00,Decision - Split,3,Marc Goddard,Middleweight,83,24,102,22,84,25,120,35,0,0,12,4,0,0,1,0,0:33,2:41,75,18,95,15,8,6,1,1,0,0,6,6,78,22,81,14,0,0,2,0,5,2,19,8
"August 08, 2009",UFC 101: Declaration,Matthew Riddle,Dan Cramer,Matthew Riddle,Dan Cramer,red,blue,W/L,3,5:00,Decision - Unanimous,3,Keith Peterson,Welterweight,67,47,28,5,222,182,33,10,7,2,2,0,2,1,1,0,12:06,1:37,48,29,27,4,15,14,1,1,4,4,0,0,11,2,19,1,13,9,4,3,43,36,5,1
"August 08, 2009",UFC 101: Declaration,George Sotiropoulos,George Roop,George Sotiropoulos,George Roop,red,blue,W/L,2,1:59,Submission,3,Marc Goddard,Lightweight,33,14,46,5,53,30,64,22,5,3,0,0,1,0,0,1,4:18,0:24,29,10,42,2,4,4,3,2,0,0,1,1,22,11,38,5,2,1,4,0,9,2,4,0
"August 08, 2009",UFC 101: Declaration,Jesse Lennox,Danillo Villefort,Jesse Lennox,Danillo Villefort,red,blue,W/L,3,3:37,TKO - Doctor's Stoppage,3,Keith Peterson,Welterweight,114,37,114,43,121,39,118,46,2,1,2,1,0,1,0,0,1:07,1:02,94,24,80,18,18,11,19,12,2,2,15,13,93,24,92,30,9,5,11,4,12,8,11,9
"July 11, 2009",UFC 100,Jon Fitch,Paulo Thiago,Jon Fitch,Paulo Thiago,red,blue,W/L,3,5:00,Decision - Unanimous,3,Yves Lavigne,Welterweight,34,15,11,5,151,127,21,13,4,4,2,0,1,5,0,0,12:21,1:23,24,9,9,3,2,2,1,1,8,4,1,1,22,4,7,2,3,3,2,2,9,8,2,1
"July 11, 2009",UFC 100,Brock Lesnar,Frank Mir,Brock Lesnar,Frank Mir,red,blue,W/L,2,1:48,KO/TKO,5,Herb Dean,UFC Heavyweight Title,51,47,12,4,80,74,12,4,1,1,0,0,0,0,0,0,5:46,0:00,45,41,10,2,4,4,1,1,2,2,1,1,5,3,8,1,0,0,4,3,46,44,0,0
"July 11, 2009",UFC 100,Georges St-Pierre,Thiago Alves,Georges St-Pierre,Thiago Alves,red,blue,W/L,5,5:00,Decision - Unanimous,5,Steve Mazzagatti,UFC Welterweight Title,128,59,162,30,225,148,206,72,12,10,0,0,1,0,0,0,13:14,1:20,96,35,133,14,12,9,8,4,20,15,21,12,105,44,132,19,1,1,10,4,22,14,20,7
"July 11, 2009",UFC 100,Dan Henderson,Michael Bisping,Dan Henderson,Michael Bisping,red,blue,W/L,2,3:20,KO/TKO,3,Mario Yamasaki,Middleweight,98,29,109,22,98,29,109,22,0,0,1,0,0,0,0,0,0:27,0:06,83,17,100,16,10,7,5,2,5,5,4,4,84,20,105,20,13,8,4,2,1,1,0,0
"July 11, 2009",UFC 100,Yoshihiro Akiyama,Alan Belcher,Yoshihiro Akiyama,Alan Belcher,red,blue,W/L,3,5:00,Decision - Split,3,Mario Yamasaki,Middleweight,156,55,156,76,173,70,156,76,4,3,0,0,0,0,0,0,3:11,0:44,149,50,108,39,4,2,15,11,3,3,33,26,140,48,144,67,1,1,9,7,15,6,3,2
"July 11, 2009",UFC 100,Mark Coleman,Stephan Bonnar,Mark Coleman,Stephan Bonnar,red,blue,W/L,3,5:00,Decision - Unanimous,3,Herb Dean,Light Heavyweight,36,20,60,26,82,59,103,68,9,3,0,0,0,3,0,1,9:49,2:41,34,18,55,23,2,2,5,3,0,0,0,0,12,4,21,2,0,0,9,4,24,16,30,20
"July 11, 2009",UFC 100,Jim Miller,Mac Danzig,Jim Miller,Mac Danzig,red,blue,W/L,3,5:00,Decision - Unanimous,3,Steve Mazzagatti,Lightweight,91,37,57,20,157,98,157,116,7,6,0,0,1,1,0,1,10:28,0:28,77,24,49,13,6,5,8,7,8,8,0,0,53,15,44,11,4,4,3,2,34,18,10,7
"July 11, 2009",UFC 100,Jon Jones,Jake O'Brien,Jon Jones,Jake O'Brien,red,blue,W/L,2,2:43,Submission,3,Yves Lavigne,Light Heavyweight,87,25,68,11,87,25,68,11,0,0,4,0,1,0,0,0,0:34,0:03,63,11,68,11,8,6,0,0,16,8,0,0,86,24,67,11,1,1,1,0,0,0,0,0
"July 11, 2009",UFC 100,Dong Hyun Kim,TJ Grant,Dong Hyun Kim,TJ Grant,red,blue,W/L,3,5:00,Decision - Unanimous,3,Mario Yamasaki,Welterweight,59,29,44,22,117,82,57,33,5,4,5,1,1,0,1,0,10:25,2:19,55,25,23,7,3,3,16,12,1,1,5,3,19,5,27,8,4,4,14,11,36,20,3,3
"July 11, 2009",UFC 100,Tom Lawlor,CB Dollaway,Tom Lawlor,CB Dollaway,red,blue,W/L,1,0:55,Submission,3,Yves Lavigne,Middleweight,1,0,5,1,1,0,8,4,0,0,0,0,1,0,0,0,0:00,0:21,1,0,5,1,0,0,0,0,0,0,0,0,1,0,5,1,0,0,0,0,0,0,0,0
"July 11, 2009",UFC 100,Shannon Gugerty,Matt Grice,Shannon Gugerty,Matt Grice,red,blue,W/L,1,2:36,Submission,3,Herb Dean,Lightweight,10,1,8,4,20,7,11,7,1,1,0,0,2,0,0,0,1:13,0:36,5,1,2,0,3,0,0,0,2,0,6,4,6,0,4,1,3,0,4,3,1,1,0,0
"June 20, 2009",The Ultimate Fighter: United States vs. United Kingdom Finale,Diego Sanchez,Clay Guida,Diego Sanchez,Clay Guida,red,blue,W/L,3,5:00,Decision - Split,3,Josh Rosenthal,Lightweight,144,68,96,29,156,80,130,57,2,1,7,2,3,0,0,0,1:06,7:56,138,63,85,20,4,3,4,3,2,2,7,6,107,44,64,17,9,7,3,2,28,17,29,10
"June 20, 2009",The Ultimate Fighter: United States vs. United Kingdom Finale,James Wilks,DaMarques Johnson,James Wilks,DaMarques Johnson,red,blue,W/L,1,4:54,Submission,3,Steve Mazzagatti,Ultimate Fighter 9 Welterweight Tournament Title,29,17,21,13,47,33,35,26,2,2,0,0,8,0,0,0,2:16,1:16,22,11,18,11,3,2,2,1,4,4,1,1,12,6,9,3,14,9,5,4,3,2,7,6
"June 20, 2009",The Ultimate Fighter: United States vs. United Kingdom Finale,Chris Lytle,Kevin Burns,Chris Lytle,Kevin Burns,red,blue,W/L,3,5:00,Decision - Unanimous,3,Herb Dean,Welterweight,247,101,195,69,254,108,202,75,3,0,1,1,0,0,0,0,0:14,0:21,199,65,155,36,48,36,22,18,0,0,18,15,235,93,177,59,12,8,15,9,0,0,3,1
"June 20, 2009",The Ultimate Fighter: United States vs. United Kingdom Finale,Ross Pearson,Andre Winner,Ross Pearson,Andre Winner,red,blue,W/L,3,5:00,Decision - Unanimous,3,Herb Dean,Ultimate Fighter 9 Lightweight Tournament Title,129,74,86,46,164,108,136,95,7,0,2,0,0,0,0,0,3:47,6:01,84,37,54,21,35,27,21,15,10,10,11,10,57,23,39,6,72,51,47,40,0,0,0,0
"June 20, 2009",The Ultimate Fighter: United States vs. United Kingdom Finale,Joe Stevenson,Nate Diaz,Joe Stevenson,Nate Diaz,red,blue,W/L,3,5:00,Decision - Unanimous,3,Steve Mazzagatti,Lightweight,47,27,29,6,71,49,86,58,14,8,2,1,1,4,1,2,10:37,2:16,25,5,26,4,4,4,1,0,18,18,2,2,7,2,21,4,10,5,5,1,30,20,3,1
"June 20, 2009",The Ultimate Fighter: United States vs. United Kingdom Finale,Melvin Guillard,Gleison Tibau,Melvin Guillard,Gleison Tibau,red,blue,W/L,3,5:00,Decision - Split,3,Josh Rosenthal,Lightweight,50,13,50,14,56,19,115,72,4,1,14,6,0,0,0,0,0:10,8:33,39,4,41,8,6,4,6,3,5,5,3,3,45,9,31,5,5,4,8,5,0,0,11,4
"June 20, 2009",The Ultimate Fighter: United States vs. United Kingdom Finale,Brad Blackburn,Edgar Garcia,Brad Blackburn,Edgar Garcia,red,blue,W/L,3,5:00,Decision - Split,3,Kim Winslow,Welterweight,162,66,185,39,162,66,185,39,1,0,3,1,1,0,0,0,0:06,0:07,116,36,173,29,19,11,9,7,27,19,3,3,155,63,181,36,7,3,4,3,0,0,0,0
"June 20, 2009",The Ultimate Fighter: United States vs. United Kingdom Finale,Tomasz Drwal,Mike Ciesnolevicz,Tomasz Drwal,Mike Ciesnolevicz,red,blue,W/L,1,4:48,KO/TKO,3,Herb Dean,Light Heavyweight,61,27,6,3,72,37,6,3,5,4,1,0,0,0,0,0,2:43,0:00,60,26,6,3,0,0,0,0,1,1,0,0,22,6,6,3,20,9,0,0,19,12,0,0
"June 20, 2009",The Ultimate Fighter: United States vs. United Kingdom Finale,Nick Osipczak,Frank Lester,Nick Osipczak,Frank Lester,red,blue,W/L,1,3:40,Submission,3,Kim Winslow,Welterweight,30,14,22,8,33,17,24,10,1,1,2,0,1,0,0,0,2:20,0:04,13,3,9,1,7,3,6,3,10,8,7,4,9,1,10,2,20,13,12,6,1,0,0,0
"June 20, 2009",The Ultimate Fighter: United States vs. United Kingdom Finale,Jason Dent,Cameron Dollar,Jason Dent,Cameron Dollar,red,blue,W/L,1,4:46,Submission,3,Josh Rosenthal,Lightweight,36,14,63,24,36,14,63,24,0,0,1,0,1,0,0,0,0:30,0:05,25,4,56,18,3,3,7,6,8,7,0,0,33,13,61,24,3,1,2,0,0,0,0,0
"June 13, 2009",UFC 99: The Comeback,Rich Franklin,Wanderlei Silva,Rich Franklin,Wanderlei Silva,red,blue,W/L,3,5:00,Decision - Unanimous,3,Mario Yamasaki,Catch Weight,150,52,137,38,167,67,157,55,2,1,1,1,0,0,0,0,1:18,1:32,125,32,118,26,17,13,6,4,8,7,13,8,136,45,119,28,7,4,13,8,7,3,5,2
"June 13, 2009",UFC 99: The Comeback,Cain Velasquez,Cheick Kongo,Cain Velasquez,Cheick Kongo,red,blue,W/L,3,5:00,Decision - Unanimous,3,Dan Miragliotta,Heavyweight,53,29,34,21,320,261,56,42,10,7,3,1,2,0,0,0,13:00,0:51,46,23,24,11,7,6,8,8,0,0,2,2,12,2,17,8,2,1,11,9,39,26,6,4
"June 13, 2009",UFC 99: The Comeback,Mirko Filipovic,Mostapha Al-Turk,Mirko Filipovic,Mostapha Al-Turk,red,blue,W/L,1,3:06,KO/TKO,3,Dan Miragliotta,Heavyweight,35,16,25,7,37,18,25,7,1,1,2,0,0,0,0,0,0:15,0:05,34,15,19,2,1,1,0,0,0,0,6,5,23,11,25,7,6,3,0,0,6,2,0,0
"June 13, 2009",UFC 99: The Comeback,Mike Swick,Ben Saunders,Mike Swick,Ben Saunders,red,blue,W/L,2,3:47,KO/TKO,3,Leon Roberts,Welterweight,35,10,31,17,108,75,43,29,1,1,1,0,1,0,0,0,5:27,0:38,32,8,10,1,3,2,15,11,0,0,6,5,18,4,14,5,11,4,17,12,6,2,0,0
"June 13, 2009",UFC 99: The Comeback,Spencer Fisher,Caol Uno,Spencer Fisher,Caol Uno,red,blue,W/L,3,5:00,Decision - Unanimous,3,Mario Yamasaki,Lightweight,85,62,47,24,100,77,77,51,2,1,15,3,0,0,0,1,3:06,7:13,31,12,33,12,43,41,4,3,11,9,10,9,22,10,22,7,51,40,12,9,12,12,13,8
"June 13, 2009",UFC 99: The Comeback,Dan Hardy,Marcus Davis,Dan Hardy,Marcus Davis,red,blue,W/L,3,5:00,Decision - Split,3,Marc Goddard,Welterweight,61,28,41,19,109,73,133,104,1,1,6,2,0,3,0,0,4:26,6:04,43,14,29,11,10,7,8,4,8,7,4,4,33,12,30,12,15,10,5,3,13,6,6,4
"June 13, 2009",UFC 99: The Comeback,Terry Etim,Justin Buchholz,Terry Etim,Justin Buchholz,red,blue,W/L,2,2:38,Submission,3,Leon Roberts,Lightweight,50,27,66,23,54,31,86,43,0,0,1,0,3,0,1,0,1:44,1:56,33,13,56,18,7,4,3,3,10,10,7,2,34,16,38,9,15,11,8,7,1,0,20,7
"June 13, 2009",UFC 99: The Comeback,Dennis Siver,Dale Hartt,Dennis Siver,Dale Hartt,red,blue,W/L,1,3:23,Submission,3,Marc Goddard,Lightweight,23,8,16,5,31,16,16,5,0,0,1,1,2,0,0,0,1:11,0:29,18,4,12,1,0,0,0,0,5,4,4,4,20,6,16,5,0,0,0,0,3,2,0,0
"June 13, 2009",UFC 99: The Comeback,Paul Taylor,Peter Sobotta,Paul Taylor,Peter Sobotta,red,blue,W/L,3,5:00,Decision - Unanimous,3,Leon Roberts,Welterweight,102,46,39,18,136,80,40,19,0,0,7,2,0,0,0,0,4:33,2:08,55,16,22,5,8,1,5,4,39,29,12,9,92,42,38,17,2,1,1,1,8,3,0,0
"June 13, 2009",UFC 99: The Comeback,Paul Kelly,Rolando Delgado,Paul Kelly,Rolando Delgado,red,blue,W/L,3,5:00,Decision - Unanimous,3,Mario Yamasaki,Lightweight,74,32,28,14,134,90,59,42,1,1,5,1,2,3,2,1,7:54,4:03,68,27,16,6,2,2,9,6,4,3,3,2,22,2,24,10,1,0,2,2,51,30,2,2
"June 13, 2009",UFC 99: The Comeback,Stefan Struve,Denis Stojnic,Stefan Struve,Denis Stojnic,red,blue,W/L,2,2:37,Submission,3,Dan Miragliotta,Heavyweight,6,4,60,16,43,37,85,36,1,0,0,0,7,0,1,0,2:08,4:48,2,1,58,14,4,3,2,2,0,0,0,0,5,3,5,0,1,1,1,0,0,0,54,16
