card_date,card_name,red_name,blue_name,winner_name,loser_name,winner_color,loser_color,match_result,num_rounds,time,method,time_format,referee_name,division,sig_str_total_red,sig_str_landed_red,sig_str_total_blue,sig_str_landed_blue,total_str_total_red,total_str_landed_red,total_str_total_blue,total_str_landed_blue,td_total_red,td_landed_red,td_total_blue,td_landed_blue,sub_att_red,sub_att_blue,rev_red,rev_blue,ctrl_red,ctrl_blue,head_str_total_red,head_str_landed_red,head_str_total_blue,head_str_landed_blue,body_str_total_red,body_str_landed_red,body_str_total_blue,body_str_landed_blue,leg_str_total_red,leg_str_landed_red,leg_str_total_blue,leg_str_landed_blue,distance_str_total_red,distance_str_landed_red,distance_str_total_blue,distance_str_landed_blue,clinch_str_total_red,clinch_str_landed_red,clinch_str_total_blue,clinch_str_landed_blue,ground_str_total_red,ground_str_landed_red,ground_str_total_blue,ground_str_landed_blue
"April 20, 2019",UFC Fight Night: Overeem vs. Oleinik,Roxanne Modafferi,Antonina Shevchenko,Roxanne Modafferi,Antonina Shevchenko,red,blue,W/L,3,5:00,Decision - Split,3,Marc Goddard,Women's Flyweight,79,33,116,64,162,105,144,87,6,5,0,0,0,0,2,2,9:00,0:50,73,29,101,50,5,3,13,12,1,1,2,2,60,18,98,49,4,3,11,10,15,12,7,5
"April 20, 2019",UFC Fight Night: Overeem vs. Oleinik,Krzysztof Jotko,Alen Amedovski,Krzysztof Jotko,Alen Amedovski,red,blue,W/L,3,5:00,Decision - Unanimous,3,Herb Dean,Middleweight,69,43,17,6,149,111,17,6,4,4,0,0,0,0,0,1,9:36,0:13,56,37,17,6,10,4,0,0,3,2,0,0,25,8,12,3,0,0,0,0,44,35,5,3
"April 20, 2019",UFC Fight Night: Overeem vs. Oleinik,Movsar Evloev,SeungWoo Choi,Movsar Evloev,SeungWoo Choi,red,blue,W/L,3,5:00,Decision - Unanimous,3,Vjacheslav Kiselev,Featherweight,78,50,58,26,156,121,136,94,16,5,2,0,0,0,0,0,11:39,0:02,69,42,49,19,8,7,5,5,1,1,4,2,29,6,40,10,16,15,12,10,33,29,6,6
"April 20, 2019",UFC Fight Night: Overeem vs. Oleinik,Sultan Aliev,Keita Nakamura,Sultan Aliev,Keita Nakamura,red,blue,W/L,3,5:00,Decision - Unanimous,3,Leon Roberts,Welterweight,63,25,81,29,70,32,109,57,7,2,1,0,0,0,0,0,5:46,0:18,57,22,63,18,4,2,11,7,2,1,7,4,53,20,72,21,9,4,5,4,1,1,4,4
"April 20, 2019",UFC Fight Night: Overeem vs. Oleinik,Alexander Yakovlev,Alex Da Silva,Alexander Yakovlev,Alex Da Silva,red,blue,W/L,2,3:10,Submission,3,Marc Goddard,Lightweight,19,14,19,8,23,18,23,10,2,1,3,1,1,0,0,0,2:13,4:29,14,9,14,3,4,4,3,3,1,1,2,2,6,2,11,2,5,5,3,3,8,7,5,3
"April 20, 2019",UFC Fight Night: Overeem vs. Oleinik,Marcin Tybura,Shamil Abdurakhimov,Shamil Abdurakhimov,Marcin Tybura,blue,red,W/L,2,3:15,KO/TKO,3,Herb Dean,Heavyweight,70,28,87,36,70,28,87,36,0,0,3,0,0,0,0,0,0:00,0:00,58,17,72,24,7,6,13,10,5,5,2,2,65,26,74,26,5,2,13,10,0,0,0,0
"April 20, 2019",UFC Fight Night: Overeem vs. Oleinik,Gadzhimurad Antigulov,Michal Oleksiejczuk,Michal Oleksiejczuk,Gadzhimurad Antigulov,blue,red,W/L,1,0:44,KO/TKO,3,Leon Roberts,Light Heavyweight,13,6,10,8,13,6,10,8,2,0,0,0,0,0,0,0,0:00,0:08,12,5,10,8,1,1,0,0,0,0,0,0,13,6,5,3,0,0,1,1,0,0,4,4
"April 20, 2019",UFC Fight Night: Overeem vs. Oleinik,Magomed Mustafaev,Rafael Fiziev,Magomed Mustafaev,Rafael Fiziev,red,blue,W/L,1,1:26,KO/TKO,3,Vjacheslav Kiselev,Lightweight,12,10,1,1,13,11,1,1,0,0,0,0,0,0,0,0,0:03,0:00,9,7,0,0,1,1,0,0,2,2,1,1,6,4,1,1,0,0,0,0,6,6,0,0
"April 13, 2019",UFC 236: Holloway vs. Poirier 2,Max Holloway,Dustin Poirier,Dustin Poirier,Max Holloway,blue,red,W/L,5,5:00,Decision - Unanimous,5,Blake Grice,UFC Interim Lightweight Title,446,181,381,178,473,208,383,180,0,0,8,1,1,0,0,0,0:06,3:35,394,141,349,153,50,39,24,18,2,1,8,7,425,167,365,165,21,14,16,13,0,0,0,0
"April 13, 2019",UFC 236: Holloway vs. Poirier 2,Kelvin Gastelum,Israel Adesanya,Israel Adesanya,Kelvin Gastelum,blue,red,W/L,5,5:00,Decision - Unanimous,5,Marc Goddard,UFC Interim Middleweight Title,220,91,237,109,222,92,247,119,9,1,0,0,0,2,1,0,1:21,0:42,191,68,186,70,16,12,23,16,13,11,28,23,219,91,225,100,1,0,1,1,0,0,11,8
"April 13, 2019",UFC 236: Holloway vs. Poirier 2,Eryk Anders,Khalil Rountree Jr.,Khalil Rountree Jr.,Eryk Anders,blue,red,W/L,3,5:00,Decision - Unanimous,3,Jason Herzog,Light Heavyweight,69,16,157,79,72,19,162,83,1,0,0,0,0,0,0,0,0:27,1:08,62,12,89,26,7,4,23,15,0,0,45,38,68,16,145,75,1,0,0,0,0,0,12,4
"April 13, 2019",UFC 236: Holloway vs. Poirier 2,Alan Jouban,Dwight Grant,Dwight Grant,Alan Jouban,blue,red,W/L,3,5:00,Decision - Split,3,George Allen,Welterweight,100,24,122,38,101,25,123,39,2,1,0,0,0,0,0,0,0:29,0:00,77,9,88,13,6,3,8,4,17,12,26,21,89,19,121,37,4,1,1,1,7,4,0,0
"April 13, 2019",UFC 236: Holloway vs. Poirier 2,Ovince Saint Preux,Nikita Krylov,Nikita Krylov,Ovince Saint Preux,blue,red,W/L,2,2:30,Submission,3,Blake Grice,Light Heavyweight,8,4,44,27,12,8,79,60,8,3,2,1,0,2,1,0,3:16,2:23,6,3,27,15,2,1,11,7,0,0,6,5,5,2,32,17,1,1,8,6,2,1,4,4
"April 13, 2019",UFC 236: Holloway vs. Poirier 2,Jalin Turner,Matt Frevola,Matt Frevola,Jalin Turner,blue,red,W/L,3,5:00,Decision - Unanimous,3,Marc Goddard,Lightweight,116,35,77,31,124,42,95,49,0,0,13,4,1,2,1,2,1:06,5:07,101,27,50,18,15,8,18,5,0,0,9,8,107,31,67,24,5,1,2,0,4,3,8,7
"April 13, 2019",UFC 236: Holloway vs. Poirier 2,Wilson Reis,Alexandre Pantoja,Alexandre Pantoja,Wilson Reis,blue,red,W/L,1,2:58,KO/TKO,3,Jason Herzog,Flyweight,6,1,33,23,7,2,36,26,4,1,0,0,0,0,0,0,0:46,0:14,4,0,28,19,1,0,5,4,1,1,0,0,6,1,12,7,0,0,0,0,0,0,21,16
"April 13, 2019",UFC 236: Holloway vs. Poirier 2,Max Griffin,Zelim Imadaev,Max Griffin,Zelim Imadaev,red,blue,W/L,3,5:00,Decision - Majority,3,George Allen,Welterweight,92,47,150,64,121,72,165,78,11,6,1,0,3,0,0,0,4:57,3:26,65,23,120,46,19,16,22,12,8,8,8,6,71,34,126,47,18,11,24,17,3,2,0,0
"April 13, 2019",UFC 236: Holloway vs. Poirier 2,Boston Salmon,Khalid Taha,Khalid Taha,Boston Salmon,blue,red,W/L,1,0:25,KO/TKO,3,Blake Grice,Bantamweight,0,0,5,5,0,0,5,5,0,0,0,0,0,0,0,0,0:00,0:02,0,0,5,5,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,3,3
"April 13, 2019",UFC 236: Holloway vs. Poirier 2,Curtis Millender,Belal Muhammad,Belal Muhammad,Curtis Millender,blue,red,W/L,3,5:00,Decision - Unanimous,3,Marc Goddard,Welterweight,96,48,107,47,98,50,217,126,0,0,6,2,0,0,0,0,0:02,8:16,61,19,96,39,12,7,7,4,23,22,4,4,94,46,78,33,2,2,1,0,0,0,28,14
"April 13, 2019",UFC 236: Holloway vs. Poirier 2,Montel Jackson,Andre Soukhamthath,Montel Jackson,Andre Soukhamthath,red,blue,W/L,3,5:00,Decision - Unanimous,3,Jason Herzog,Bantamweight,107,64,62,30,218,160,73,41,4,3,1,1,0,0,1,0,7:44,0:05,78,38,33,6,19,17,10,7,10,9,19,17,78,38,58,26,14,11,4,4,15,15,0,0
"April 13, 2019",UFC 236: Holloway vs. Poirier 2,Lauren Mueller,Poliana Botelho,Poliana Botelho,Lauren Mueller,blue,red,W/L,3,5:00,Decision - Unanimous,3,George Allen,Women's Flyweight,116,47,84,47,182,105,202,152,0,0,2,2,0,0,0,0,2:56,6:53,87,28,45,19,18,9,22,14,11,10,17,14,109,42,70,33,5,4,8,8,2,1,6,6
"April 13, 2019",UFC 236: Holloway vs. Poirier 2,Brandon Davis,Randy Costa,Brandon Davis,Randy Costa,red,blue,W/L,2,1:12,Submission,3,Jason Herzog,Bantamweight,88,35,101,46,93,40,104,49,0,0,0,0,1,0,0,0,1:15,0:37,67,20,89,37,11,6,11,8,10,9,1,1,82,30,98,44,6,5,3,2,0,0,0,0
"March 30, 2019",UFC Fight Night: Barboza vs. Gaethje,Edson Barboza,Justin Gaethje,Justin Gaethje,Edson Barboza,blue,red,W/L,1,2:30,KO/TKO,5,Keith Peterson,Lightweight,32,13,35,20,32,13,37,22,0,0,0,0,0,0,0,0,0:00,0:44,21,6,28,13,5,3,2,2,6,4,5,5,30,11,22,12,2,2,13,8,0,0,0,0
"March 30, 2019",UFC Fight Night: Barboza vs. Gaethje,David Branch,Jack Hermansson,Jack Hermansson,David Branch,blue,red,W/L,1,0:49,Submission,3,Dan Miragliotta,Middleweight,6,1,10,3,6,1,10,3,0,0,2,1,0,1,0,0,0:04,0:10,6,1,6,1,0,0,2,0,0,0,2,2,6,1,10,3,0,0,0,0,0,0,0,0
"March 30, 2019",UFC Fight Night: Barboza vs. Gaethje,Josh Emmett,Michael Johnson,Josh Emmett,Michael Johnson,red,blue,W/L,3,4:14,KO/TKO,3,Keith Peterson,Featherweight,87,22,128,24,87,22,128,24,3,0,0,0,0,0,0,0,0:02,0:00,65,7,110,13,14,7,14,9,8,8,4,2,87,22,128,24,0,0,0,0,0,0,0,0
"March 30, 2019",UFC Fight Night: Barboza vs. Gaethje,Karolina Kowalkiewicz,Michelle Waterson-Gomez,Michelle Waterson-Gomez,Karolina Kowalkiewicz,blue,red,W/L,3,5:00,Decision - Unanimous,3,Dan Miragliotta,Women's Strawweight,118,57,149,64,141,77,167,82,0,0,4,2,0,1,0,0,0:55,3:34,61,16,93,25,27,20,26,17,30,21,30,22,103,42,121,41,13,13,21,17,2,2,7,6
"March 30, 2019",UFC Fight Night: Barboza vs. Gaethje,Kennedy Nzechukwu,Paul Craig,Paul Craig,Kennedy Nzechukwu,blue,red,W/L,3,4:20,Submission,3,Keith Peterson,Light Heavyweight,72,40,77,25,80,47,83,31,0,0,16,1,0,2,0,1,4:24,1:38,64,33,51,6,8,7,20,13,0,0,6,6,36,11,71,21,7,7,6,4,29,22,0,0
"March 30, 2019",UFC Fight Night: Barboza vs. Gaethje,Sodiq Yusuff,Sheymon Moraes,Sodiq Yusuff,Sheymon Moraes,red,blue,W/L,3,5:00,Decision - Unanimous,3,Dan Miragliotta,Featherweight,148,73,118,54,177,99,122,58,3,0,0,0,0,0,0,0,2:39,1:21,88,32,70,21,35,25,40,26,25,16,8,7,115,49,102,42,21,15,16,12,12,9,0,0
"March 30, 2019",UFC Fight Night: Barboza vs. Gaethje,Marina Rodriguez,Jessica Aguilar,Marina Rodriguez,Jessica Aguilar,red,blue,W/L,3,5:00,Decision - Unanimous,3,Keith Peterson,Women's Strawweight,202,118,114,50,213,129,127,63,1,0,1,0,0,1,1,0,3:01,1:40,123,58,76,23,53,38,38,27,26,22,0,0,143,67,75,22,47,39,38,27,12,12,1,1
"March 30, 2019",UFC Fight Night: Barboza vs. Gaethje,Ross Pearson,Desmond Green,Desmond Green,Ross Pearson,blue,red,W/L,1,2:52,KO/TKO,3,James Chappell,Lightweight,24,12,32,25,24,12,32,25,1,0,2,1,0,0,0,0,0:00,0:08,6,1,23,17,11,4,6,6,7,7,3,2,24,12,16,10,0,0,1,1,0,0,15,14
"March 30, 2019",UFC Fight Night: Barboza vs. Gaethje,Enrique Barzola,Kevin Aguilar,Kevin Aguilar,Enrique Barzola,blue,red,W/L,3,5:00,Decision - Unanimous,3,Bill Bookwalter,Featherweight,126,52,243,58,127,53,243,58,8,0,0,0,0,0,0,0,0:30,0:00,96,28,208,36,13,9,31,20,17,15,4,2,121,50,240,58,5,2,3,0,0,0,0,0
"March 30, 2019",UFC Fight Night: Barboza vs. Gaethje,Kevin Holland,Gerald Meerschaert,Kevin Holland,Gerald Meerschaert,red,blue,W/L,3,5:00,Decision - Split,3,Dan Miragliotta,Middleweight,43,27,13,10,98,76,56,44,2,1,11,6,2,4,2,2,4:12,9:12,35,19,6,4,4,4,4,3,4,4,3,3,19,10,4,4,1,0,7,4,23,17,2,2
"March 30, 2019",UFC Fight Night: Barboza vs. Gaethje,Ray Borg,Casey Kenney,Casey Kenney,Ray Borg,blue,red,W/L,3,5:00,Decision - Unanimous,3,James Chappell,Bantamweight,35,17,52,32,40,22,68,46,10,7,3,2,0,0,1,3,6:33,6:24,23,8,27,9,11,8,20,19,1,1,5,4,14,2,23,9,19,13,25,19,2,2,4,4
"March 30, 2019",UFC Fight Night: Barboza vs. Gaethje,Sabina Mazo,Maryna Moroz,Maryna Moroz,Sabina Mazo,blue,red,W/L,3,5:00,Decision - Unanimous,3,Keith Peterson,Women's Flyweight,144,64,190,56,157,73,208,74,0,0,9,1,0,0,0,0,0:00,7:03,87,21,150,27,25,19,28,18,32,24,12,11,138,61,174,47,5,2,9,4,1,1,7,5
"March 30, 2019",UFC Fight Night: Barboza vs. Gaethje,Alex Perez,Mark De La Rosa,Alex Perez,Mark De La Rosa,red,blue,W/L,3,5:00,Decision - Unanimous,3,Bill Bookwalter,Bantamweight,110,60,84,26,220,150,140,74,4,2,0,0,0,0,0,0,8:14,0:00,74,37,73,19,5,2,2,2,31,21,9,5,64,26,70,15,2,1,2,2,44,33,12,9
"March 23, 2019",UFC Fight Night: Thompson vs. Pettis,Stephen Thompson,Anthony Pettis,Anthony Pettis,Stephen Thompson,blue,red,W/L,2,4:55,KO/TKO,5,Herb Dean,Welterweight,107,47,55,32,107,47,55,32,0,0,0,0,0,0,0,0,0:00,0:01,70,28,21,5,20,9,12,7,17,10,22,20,107,47,53,30,0,0,0,0,0,0,2,2
"March 23, 2019",UFC Fight Night: Thompson vs. Pettis,Curtis Blaydes,Justin Willis,Curtis Blaydes,Justin Willis,red,blue,W/L,3,5:00,Decision - Unanimous,3,Keith Peterson,Heavyweight,33,22,9,2,90,72,16,9,11,7,0,0,0,0,0,0,11:44,0:00,19,10,9,2,3,1,0,0,11,11,0,0,11,8,9,2,2,1,0,0,20,13,0,0
"March 23, 2019",UFC Fight Night: Thompson vs. Pettis,John Makdessi,Jesus Pinedo,John Makdessi,Jesus Pinedo,red,blue,W/L,3,5:00,Decision - Unanimous,3,Herb Dean,Lightweight,137,73,113,37,139,75,114,37,0,0,0,0,0,0,0,0,0:02,0:00,60,25,74,18,21,8,18,10,56,40,21,9,137,73,113,37,0,0,0,0,0,0,0,0
"March 23, 2019",UFC Fight Night: Thompson vs. Pettis,Jussier Formiga,Deiveson Figueiredo,Jussier Formiga,Deiveson Figueiredo,red,blue,W/L,3,5:00,Decision - Unanimous,3,Keith Peterson,Flyweight,51,26,50,14,78,51,80,41,5,3,2,0,0,0,0,0,6:41,0:11,43,19,36,6,6,5,11,7,2,2,3,1,35,15,45,9,2,2,3,3,14,9,2,2
"March 23, 2019",UFC Fight Night: Thompson vs. Pettis,Luis Pena,Steven Peterson,Luis Pena,Steven Peterson,red,blue,W/L,3,5:00,Decision - Unanimous,3,Herb Dean,Featherweight,112,52,85,34,127,66,109,57,3,1,8,4,0,1,2,0,4:48,5:09,102,43,63,15,10,9,12,9,0,0,10,10,83,36,75,27,24,12,10,7,5,4,0,0
"March 23, 2019",UFC Fight Night: Thompson vs. Pettis,Maycee Barber,JJ Aldrich,Maycee Barber,JJ Aldrich,red,blue,W/L,2,3:01,KO/TKO,3,Keith Peterson,Women's Flyweight,110,55,85,25,115,59,88,28,0,0,0,0,0,0,0,0,0:02,0:39,83,34,82,23,8,6,2,1,19,15,1,1,87,39,74,19,23,16,9,5,0,0,2,1
"March 23, 2019",UFC Fight Night: Thompson vs. Pettis,Bryce Mitchell,Bobby Moffett,Bryce Mitchell,Bobby Moffett,red,blue,W/L,3,5:00,Decision - Unanimous,3,Ricky Parker,Featherweight,44,17,42,9,56,28,63,25,3,0,8,5,2,2,1,1,3:11,6:01,29,7,37,5,11,7,2,1,4,3,3,3,41,16,41,8,3,1,1,1,0,0,0,0
"March 23, 2019",UFC Fight Night: Thompson vs. Pettis,Marlon Vera,Frankie Saenz,Marlon Vera,Frankie Saenz,red,blue,W/L,1,1:25,KO/TKO,3,Jimmy Neely,Bantamweight,16,12,10,4,17,13,10,4,0,0,0,0,0,0,0,0,0:03,0:00,9,7,5,1,1,0,3,1,6,5,2,2,11,7,10,4,0,0,0,0,5,5,0,0
"March 23, 2019",UFC Fight Night: Thompson vs. Pettis,Alexis Davis,Jennifer Maia,Jennifer Maia,Alexis Davis,blue,red,W/L,3,5:00,Decision - Unanimous,3,,Women's Flyweight,122,72,128,60,174,107,142,70,2,1,0,0,0,0,0,0,5:15,1:18,54,16,112,44,37,28,12,12,31,28,4,4,94,50,113,49,27,21,15,11,1,1,0,0
"March 23, 2019",UFC Fight Night: Thompson vs. Pettis,Randa Markos,Angela Hill,Randa Markos,Angela Hill,red,blue,W/L,1,4:24,Submission,3,Keith Peterson,Women's Strawweight,26,13,7,2,33,20,7,2,1,1,0,0,1,0,0,0,2:52,0:42,21,9,6,1,4,4,1,1,1,0,0,0,13,0,5,2,5,5,2,0,8,8,0,0
"March 23, 2019",UFC Fight Night: Thompson vs. Pettis,Ryan MacDonald,Chris Gutierrez,Chris Gutierrez,Ryan MacDonald,blue,red,W/L,3,5:00,Decision - Unanimous,3,Ricky Parker,Bantamweight,75,15,121,69,75,15,123,70,3,0,0,0,0,0,0,0,0:47,0:08,56,4,51,15,6,1,29,21,13,10,41,33,74,15,119,69,1,0,2,0,0,0,0,0
"March 23, 2019",UFC Fight Night: Thompson vs. Pettis,Eric Shelton,Jordan Espinosa,Jordan Espinosa,Eric Shelton,blue,red,W/L,3,5:00,Decision - Unanimous,3,Jimmy Neely,Flyweight,81,25,105,47,81,25,105,47,0,0,3,1,0,0,0,0,0:00,0:18,69,18,63,19,3,1,14,10,9,6,28,18,79,25,102,46,2,0,3,1,0,0,0,0
"March 16, 2019",UFC Fight Night: Till vs. Masvidal,Darren Till,Jorge Masvidal,Jorge Masvidal,Darren Till,blue,red,W/L,2,3:05,KO/TKO,5,Marc Goddard,Welterweight,43,21,72,35,44,22,79,41,1,1,2,1,0,0,0,0,0:55,0:47,39,17,51,18,3,3,12,10,1,1,9,7,39,20,65,31,2,1,6,3,2,0,1,1
"March 16, 2019",UFC Fight Night: Till vs. Masvidal,Leon Edwards,Gunnar Nelson,Leon Edwards,Gunnar Nelson,red,blue,W/L,3,5:00,Decision - Split,3,Kevin Sataki,Welterweight,49,31,18,9,69,47,38,27,3,2,4,3,0,0,0,0,3:29,4:23,30,17,10,3,17,13,5,4,2,1,3,2,16,4,12,4,19,16,6,5,14,11,0,0
"March 16, 2019",UFC Fight Night: Till vs. Masvidal,Volkan Oezdemir,Dominick Reyes,Dominick Reyes,Volkan Oezdemir,blue,red,W/L,3,5:00,Decision - Split,3,Leon Roberts,Light Heavyweight,99,35,121,44,112,48,124,47,7,1,2,0,0,0,0,0,1:33,0:00,81,24,81,16,6,4,26,16,12,7,14,12,91,30,117,41,7,5,4,3,1,0,0,0
"March 16, 2019",UFC Fight Night: Till vs. Masvidal,Nathaniel Wood,Jose Quinonez,Nathaniel Wood,Jose Quinonez,red,blue,W/L,2,2:46,Submission,3,Rich Mitchell,Bantamweight,81,30,60,34,91,39,61,35,3,2,4,1,2,0,1,0,1:12,1:48,53,14,28,7,9,4,6,5,19,12,26,22,76,27,59,33,5,3,1,1,0,0,0,0
"March 16, 2019",UFC Fight Night: Till vs. Masvidal,Danny Roberts,Claudio Silva,Claudio Silva,Danny Roberts,blue,red,W/L,3,2:37,Submission,3,Kevin Sataki,Welterweight,45,26,38,19,48,29,56,35,0,0,5,3,0,4,3,0,3:11,6:13,43,24,28,10,2,2,3,2,0,0,7,7,18,6,26,11,2,2,1,1,25,18,11,7
"March 16, 2019",UFC Fight Night: Till vs. Masvidal,Jack Marshman,John Phillips,Jack Marshman,John Phillips,red,blue,W/L,3,5:00,Decision - Split,3,Marc Goddard,Middleweight,149,31,95,32,149,31,99,35,0,0,0,0,0,0,0,0,0:00,0:36,135,19,70,15,11,10,15,8,3,2,10,9,149,31,90,29,0,0,5,3,0,0,0,0
"March 16, 2019",UFC Fight Night: Till vs. Masvidal,Arnold Allen,Jordan Rinaldi,Arnold Allen,Jordan Rinaldi,red,blue,W/L,3,5:00,Decision - Unanimous,3,Leon Roberts,Featherweight,111,37,104,30,117,41,105,30,0,0,3,0,0,0,0,0,0:59,0:00,90,25,61,5,13,10,13,6,8,2,30,19,102,35,103,30,1,0,1,0,8,2,0,0
"March 16, 2019",UFC Fight Night: Till vs. Masvidal,Marc Diakiese,Joe Duffy,Marc Diakiese,Joe Duffy,red,blue,W/L,3,5:00,Decision - Unanimous,3,Daniel Movahedi,Lightweight,106,63,60,15,125,80,71,24,4,3,3,1,0,0,0,0,4:27,0:35,56,19,50,8,25,22,6,3,25,22,4,4,94,55,58,14,9,6,1,1,3,2,1,0
"March 16, 2019",UFC Fight Night: Till vs. Masvidal,Nicolae Negumereanu,Saparbeg Safarov,Saparbeg Safarov,Nicolae Negumereanu,blue,red,W/L,3,5:00,Decision - Unanimous,3,Leon Roberts,Light Heavyweight,27,11,86,70,36,20,156,139,0,0,5,3,0,0,0,0,0:00,10:45,17,5,74,60,7,3,2,2,3,3,10,8,19,7,24,16,8,4,6,4,0,0,56,50
"March 16, 2019",UFC Fight Night: Till vs. Masvidal,Danny Henry,Dan Ige,Dan Ige,Danny Henry,blue,red,W/L,1,1:17,Submission,3,Marc Goddard,Featherweight,7,4,17,10,7,4,17,10,0,0,1,1,0,1,0,0,0:00,0:31,5,2,14,7,1,1,3,3,1,1,0,0,7,4,8,4,0,0,0,0,0,0,9,6
"March 16, 2019",UFC Fight Night: Till vs. Masvidal,Molly McCann,Priscila Cachoeira,Molly McCann,Priscila Cachoeira,red,blue,W/L,3,5:00,Decision - Unanimous,3,Rich Mitchell,Women's Flyweight,197,107,234,75,200,110,238,77,11,2,0,0,2,0,1,0,1:14,1:06,167,81,206,54,16,13,21,15,14,13,7,6,169,90,222,68,21,12,12,7,7,5,0,0
"March 16, 2019",UFC Fight Night: Till vs. Masvidal,Mike Grundy,Nad Narimani,Mike Grundy,Nad Narimani,red,blue,W/L,2,4:42,KO/TKO,3,Daniel Movahedi,Featherweight,56,33,95,22,59,36,95,22,3,1,1,0,0,0,0,0,1:03,0:00,54,32,82,16,2,1,5,1,0,0,8,5,40,20,91,20,11,9,4,2,5,4,0,0
"March 09, 2019",UFC Fight Night: Lewis vs. Dos Santos,Derrick Lewis,Junior Dos Santos,Junior Dos Santos,Derrick Lewis,blue,red,W/L,2,1:58,KO/TKO,5,Herb Dean,Heavyweight,25,7,55,29,25,7,55,29,0,0,0,0,0,0,0,0,0:02,0:11,17,2,37,15,6,3,10,7,2,2,8,7,24,7,35,20,0,0,11,6,1,0,9,3
"March 09, 2019",UFC Fight Night: Lewis vs. Dos Santos,Elizeu Zaleski dos Santos,Curtis Millender,Elizeu Zaleski dos Santos,Curtis Millender,red,blue,W/L,1,2:35,Submission,3,Rob Hinds,Welterweight,9,6,1,0,13,10,1,0,1,1,0,0,1,0,0,0,2:08,0:00,6,4,1,0,1,1,0,0,2,1,0,0,4,3,1,0,0,0,0,0,5,3,0,0
"March 09, 2019",UFC Fight Night: Lewis vs. Dos Santos,Tim Means,Niko Price,Niko Price,Tim Means,blue,red,W/L,1,4:50,KO/TKO,3,Rob Hinds,Welterweight,48,31,67,32,54,35,73,36,1,1,0,0,0,0,0,0,1:51,0:02,44,27,48,21,3,3,9,3,1,1,10,8,39,24,52,23,2,1,9,4,7,6,6,5
"March 09, 2019",UFC Fight Night: Lewis vs. Dos Santos,Blagoy Ivanov,Ben Rothwell,Blagoy Ivanov,Ben Rothwell,red,blue,W/L,3,5:00,Decision - Unanimous,3,Herb Dean,Heavyweight,178,72,163,70,179,73,163,70,0,0,0,0,0,0,0,0,0:00,0:00,156,50,135,47,19,19,10,6,3,3,18,17,175,70,162,69,3,2,1,1,0,0,0,0
"March 09, 2019",UFC Fight Night: Lewis vs. Dos Santos,Beneil Dariush,Drew Dober,Beneil Dariush,Drew Dober,red,blue,W/L,2,4:41,Submission,3,Rob Hinds,Lightweight,65,37,58,31,69,41,66,38,5,2,0,0,1,0,0,0,5:17,1:01,47,22,44,17,14,12,9,9,4,3,5,5,39,17,43,17,14,10,15,14,12,10,0,0
"March 09, 2019",UFC Fight Night: Lewis vs. Dos Santos,Tim Boetsch,Omari Akhmedov,Omari Akhmedov,Tim Boetsch,blue,red,W/L,3,5:00,Decision - Unanimous,3,Herb Dean,Middleweight,97,41,135,52,121,64,141,58,2,0,2,0,0,0,0,0,0:02,3:14,66,20,110,32,20,12,17,13,11,9,8,7,85,32,113,35,12,9,22,17,0,0,0,0
"March 09, 2019",UFC Fight Night: Lewis vs. Dos Santos,Anthony Rocco Martin,Sergio Moraes,Anthony Rocco Martin,Sergio Moraes,red,blue,W/L,3,5:00,Decision - Unanimous,3,Rob Hinds,Welterweight,152,50,83,19,172,70,88,24,0,0,3,3,0,0,1,0,2:12,1:27,123,29,75,13,5,4,7,5,24,17,1,1,150,48,82,19,2,2,0,0,0,0,1,0
"March 09, 2019",UFC Fight Night: Lewis vs. Dos Santos,Marion Reneau,Yana Santos,Yana Santos,Marion Reneau,blue,red,W/L,3,5:00,Decision - Unanimous,3,Nick Berens,Women's Bantamweight,142,58,223,98,148,64,239,113,1,1,1,1,0,0,0,0,0:20,2:51,121,42,138,35,14,10,40,27,7,6,45,36,133,54,197,78,3,2,23,19,6,2,3,1
"March 09, 2019",UFC Fight Night: Lewis vs. Dos Santos,Grant Dawson,Julian Erosa,Grant Dawson,Julian Erosa,red,blue,W/L,3,5:00,Decision - Unanimous,3,Herb Dean,Featherweight,128,57,85,49,166,86,109,70,11,6,0,0,1,1,0,0,10:07,0:17,115,48,67,37,5,2,15,9,8,7,3,3,75,28,62,30,12,5,10,8,41,24,13,11
"March 09, 2019",UFC Fight Night: Lewis vs. Dos Santos,Maurice Greene,Jeff Hughes,Maurice Greene,Jeff Hughes,red,blue,W/L,3,5:00,Decision - Split,3,Nick Berens,Heavyweight,161,70,143,66,163,72,144,67,0,0,1,0,0,0,0,0,0:19,0:45,114,42,107,42,20,10,15,11,27,18,21,13,145,58,139,62,16,12,4,4,0,0,0,0
"March 09, 2019",UFC Fight Night: Lewis vs. Dos Santos,Louis Smolka,Matt Schnell,Matt Schnell,Louis Smolka,blue,red,W/L,1,3:18,Submission,3,Marcio Laselva,Bantamweight,24,13,40,14,25,14,42,16,0,0,1,1,0,2,0,0,1:18,0:28,17,9,35,11,2,1,4,2,5,3,1,1,23,12,39,13,0,0,1,1,1,1,0,0
