card_date,red_name,blue_name,red_win,blue_win,num_fights_red,prop_wins_red,imp_all_str_hit_ratio_red,imp_all_str_attempt_rate_red,imp_sig_str_hit_ratio_red,imp_sig_str_attempt_rate_red,imp_td_success_ratio_red,imp_td_attempt_rate_red,imp_ctrl_time_ratio_red,imp_prop_match_completed_red,imp_num_win_NU_Decision_red,imp_num_win_U_Decision_red,imp_num_win_KO/TKO_red,imp_num_win_Submission_red,imp_all_str_absorb_ratio_red,imp_all_str_absorb_rate_red,imp_sig_str_absorb_ratio_red,imp_sig_str_absorb_rate_red,imp_ctrled_time_ratio_red,num_fights_blue,prop_wins_blue,imp_all_str_hit_ratio_blue,imp_all_str_attempt_rate_blue,imp_sig_str_hit_ratio_blue,imp_sig_str_attempt_rate_blue,imp_td_success_ratio_blue,imp_td_attempt_rate_blue,imp_ctrl_time_ratio_blue,imp_prop_match_completed_blue,imp_num_win_NU_Decision_blue,imp_num_win_U_Decision_blue,imp_num_win_KO/TKO_blue,imp_num_win_Submission_blue,imp_all_str_absorb_ratio_blue,imp_all_str_absorb_rate_blue,imp_sig_str_absorb_ratio_blue,imp_sig_str_absorb_rate_blue,imp_ctrled_time_ratio_blue
2023-02-25,Andre Muniz,Brendan Allen,0,1,5.0,1.0,0.671210764485221,8.425999683643145,0.5086080586080586,3.26992170569338,0.579047619047619,0.6881751107449723,0.4113850563406933,0.07888888888888887,0.0,0.4,0.0,0.6,0.14029850746268657,0.6266666666666667,0.12340425531914893,0.3866666666666666,0.06733333333333333,10.0,0.8,0.6477204225897927,8.52482109902285,0.5720485622761464,6.816777730137019,0.5666666666666667,0.1966949170266537,0.3190211212750728,0.2091111111111111,0.0,0.375,0.125,0.5,0.06727272727272728,0.42857142857142855,0.05789473684210526,0.2548262548262548,0.05463320463320463
2023-02-25,Augusto Sakai,Don'Tale Mayes,1,0,8.0,0.5,0.5113560482913464,11.2243161823886,0.46573597536128175,10.22049982763243,0.75,0.04023626545568339,0.08075404093702492,0.2348611111111111,0.5,0.0,0.5,0.0,0.05737704918032786,0.7473309608540926,0.05547752808988764,0.702846975088968,0.010676156583629888,4.0,0.5,0.5628579076137847,9.897945970001688,0.468438986128842,6.755677673721159,0.8125,0.18221670802315962,0.3107437482832195,0.36416666666666664,0.0,0.5,0.5,0.0,0.1430635838150289,1.6760722347629797,0.13988095238095238,1.5914221218961624,0.0386568848758465
2023-02-25,Tatiana Suarez,Montana De La Rosa,1,0,5.0,1.0,0.6856060544678426,10.08936358651183,0.6198085028193784,6.334703814496885,0.7185081585081585,0.77214992184132,0.7377077490538209,0.4495555555555556,0.0,0.4,0.2,0.4,0.11428571428571428,0.21524663677130046,0.05,0.0538116591928251,0.023318385650224198,9.0,0.5555555555555556,0.5494652113117224,10.406511121471418,0.41132161443510823,6.877618564117055,0.4444444444444444,0.3847539114479749,0.4381816140057903,0.34814814814814815,0.0,0.2,0.2,0.6,0.0787037037037037,0.9444444444444444,0.06535947712418301,0.5555555555555556,0.03796296296296296
2023-02-25,Mike Malott,Yohan Lainesse,1,0,1.0,1.0,0.6444444444444445,12.217194570135746,0.6363636363636364,11.945701357466062,1.0,0.0,0.0226244343891402,0.0,0.0,0.0,1.0,0.0,0.4516129032258064,3.800904977375565,0.4333333333333333,3.5294117647058822,0.0769230769230769,2.0,0.5,0.43836373687119956,6.716728167281673,0.43049242424242423,6.628044280442805,0.25,0.28806888068880687,0.09892783927839269,0.8011111111111111,1.0,0.0,0.0,0.0,0.20930232558139536,2.988929889298893,0.1951219512195122,2.6568265682656826,0.03782287822878225
2023-02-25,Erick Gonzalez,Trevor Peek,0,1,2.0,0.0,0.5222222222222223,8.240968896740899,0.4704391891891892,7.038681482170254,0.25,0.41006090473755175,0.0987261146496815,0.0,0.0,0.0,0.0,0.0,0.35833333333333334,4.10828025477707,0.3333333333333333,3.0573248407643314,0.18312101910828024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-25,Jasmine Jasudavicius,Gabriella Fernandes,1,0,2.0,0.5,0.4724137931034483,9.366666666666667,0.3807380738073807,7.033333333333333,0.3333333333333333,0.30000000000000004,0.3227777777777777,0.5,0.0,1.0,0.0,0.0,0.23214285714285715,1.7333333333333332,0.2178217821782178,1.4666666666666668,0.0461111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-25,Jordan Leavitt,Victor Martinez,1,0,5.0,0.6,0.7952590183389686,7.932878596620076,0.6904125286478229,3.530017366291035,0.2571428571428571,1.6254138456006673,0.301966787287161,0.29444444444444445,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-25,Ode Osbourne,Charles Johnson,1,0,6.0,0.5,0.5545704140745861,12.185640715384617,0.531601917794234,11.379197585864565,0.8571428571428571,0.07777777777777778,0.029776822122345416,0.04925925925925923,0.0,0.3333333333333333,0.6666666666666666,0.0,0.1372549019607843,1.6568047337278105,0.09722222222222222,0.4142011834319526,0.11637080867850098,3.0,0.6666666666666666,0.6705344585091421,12.774358974358975,0.5640616693248272,9.30915750915751,0.6666666666666666,0.04444444444444443,0.15199023199023198,0.3333333333333333,0.5,0.0,0.5,0.0,0.19753086419753085,0.7111111111111111,0.1379310344827586,0.26666666666666666,0.2607407407407408
2023-02-25,Joe Solecki,Carl Deaton,1,0,5.0,0.8,0.7216165521417575,10.353766233766233,0.5711089228904711,4.545627705627706,0.3742857142857143,0.3705627705627705,0.5728196248196248,0.6,0.25,0.5,0.0,0.25,0.12121212121212122,0.2666666666666667,0.0909090909090909,0.13333333333333336,0.00133333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-25,Rafael Alves,Nurullo Aliev,0,1,3.0,0.3333333333333333,0.5473978919631093,5.889210950080515,0.5219208895679482,5.408051529790661,0.4444444444444444,0.10917874396135263,0.0740418679549114,0.3333333333333333,0.0,0.0,0.0,1.0,0.21363636363636362,3.1333333333333333,0.14814814814814814,1.2444444444444442,0.17037037037037037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
